68.1822 	INFO 	Loaded monitor calibration from ['2025_08_12 09:33']
68.2685 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
70.0951 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
70.0951 	INFO 	OpenGL version supported by driver is 4..
70.1385 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000180E4636FE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000180E4637040>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000180E4727070>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
70.1385 	EXP 	window1: backgroundImage = ''
70.1386 	EXP 	window1: backgroundFit = 'none'
70.8104 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
70.8105 	EXP 	window1: recordFrameIntervals = False
71.1225 	EXP 	window1: recordFrameIntervals = True
71.3064 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
71.3064 	EXP 	window1: recordFrameIntervals = False
71.3773 	INFO 	keyboard.Keyboard is using ptb backend.
71.3775 	INFO 	keyboard.Keyboard is using ptb backend.
71.3776 	EXP 	untitled: status = STARTED
71.3975 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
71.6355 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0274 	EXP 	Imported discounting.csv as conditions, 7 conditions, 3 params
0.0283 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'reward_today': np.int64(67), 'future_reward': np.int64(75), 'delay': np.int64(119), 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.5082 	EXP 	text: height = np.float64(0.05)
0.5082 	EXP 	text: height = np.float64(0.05)
0.5082 	EXP 	text: height = np.float64(0.05)
0.5082 	EXP 	text: text = 'GBP 67 today or GBP 75 after 119 days'
0.5082 	EXP 	fixation: autoDraw = True
1.0070 	INFO 	Keyboard events cleared
1.0069 	EXP 	text: autoDraw = True
1.5228 	EXP 	fixation: autoDraw = False
6.8874 	EXP 	Device response: <KeyPress from None: t=6.69165900000371, value=t, duration=None>
6.8876 	EXP 	Device response: <KeyPress from None: t=6.69165900000371, value=t, duration=0.1300935000181198>
6.8879 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'reward_today': np.int64(78), 'future_reward': np.int64(80), 'delay': np.int64(162), 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
6.8966 	DATA 	Keypress: t
6.9006 	EXP 	fixation: autoDraw = False
6.9006 	EXP 	text: autoDraw = False
6.9006 	EXP 	text: height = np.float64(0.05)
6.9006 	EXP 	text: height = np.float64(0.05)
6.9006 	EXP 	text: height = np.float64(0.05)
6.9006 	EXP 	text: text = 'GBP 78 today or GBP 80 after 162 days'
6.9006 	EXP 	fixation: autoDraw = True
7.8973 	INFO 	Keyboard events cleared
7.8971 	EXP 	text: autoDraw = True
7.9137 	EXP 	fixation: autoDraw = False
9.6012 	DATA 	Keypress: t
9.6165 	EXP 	Device response: <KeyPress from None: t=9.599727799883112, value=t, duration=None>
9.6168 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'reward_today': np.int64(11), 'future_reward': np.int64(30), 'delay': np.int64(7), 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
9.6314 	EXP 	fixation: autoDraw = False
9.6314 	EXP 	text: autoDraw = False
9.6314 	EXP 	text: height = np.float64(0.05)
9.6314 	EXP 	text: height = np.float64(0.05)
9.6314 	EXP 	text: height = np.float64(0.05)
9.6314 	EXP 	text: text = 'GBP 11 today or GBP 30 after 7 days'
9.6314 	EXP 	fixation: autoDraw = True
9.6662 	EXP 	Device response: <KeyPress from None: t=9.599727799883112, value=t, duration=0.05183380004018545>
10.6174 	INFO 	Keyboard events cleared
10.6172 	EXP 	text: autoDraw = True
10.6338 	EXP 	fixation: autoDraw = False
12.4360 	EXP 	Device response: <KeyPress from None: t=12.432807700010017, value=l, duration=None>
12.4363 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'reward_today': np.int64(27), 'future_reward': np.int64(50), 'delay': np.int64(21), 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
12.4420 	DATA 	Keypress: l
12.4516 	EXP 	fixation: autoDraw = False
12.4516 	EXP 	text: autoDraw = False
12.4516 	EXP 	text: height = np.float64(0.05)
12.4516 	EXP 	text: height = np.float64(0.05)
12.4516 	EXP 	text: height = np.float64(0.05)
12.4516 	EXP 	text: text = 'GBP 27 today or GBP 50 after 21 days'
12.4516 	EXP 	fixation: autoDraw = True
12.5356 	EXP 	Device response: <KeyPress from None: t=12.432807700010017, value=l, duration=0.08709109993651509>
13.4355 	INFO 	Keyboard events cleared
13.4354 	EXP 	text: autoDraw = True
13.4521 	EXP 	fixation: autoDraw = False
15.6401 	EXP 	Device response: <KeyPress from None: t=15.628461899934337, value=l, duration=None>
15.6404 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'reward_today': np.int64(49), 'future_reward': np.int64(60), 'delay': np.int64(89), 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
15.6478 	DATA 	Keypress: l
15.6546 	EXP 	fixation: autoDraw = False
15.6546 	EXP 	text: autoDraw = False
15.6546 	EXP 	text: height = np.float64(0.05)
15.6546 	EXP 	text: height = np.float64(0.05)
15.6546 	EXP 	text: height = np.float64(0.05)
15.6546 	EXP 	text: text = 'GBP 49 today or GBP 60 after 89 days'
15.6546 	EXP 	fixation: autoDraw = True
15.7057 	EXP 	Device response: <KeyPress from None: t=15.628461899934337, value=l, duration=0.07663329993374646>
16.6407 	INFO 	Keyboard events cleared
16.6405 	EXP 	text: autoDraw = True
16.6573 	EXP 	fixation: autoDraw = False
18.9099 	EXP 	Device response: <KeyPress from None: t=18.89803699986078, value=l, duration=None>
18.9103 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'reward_today': np.int64(40), 'future_reward': np.int64(55), 'delay': np.int64(62), 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
18.9165 	DATA 	Keypress: l
18.9254 	EXP 	fixation: autoDraw = False
18.9254 	EXP 	text: autoDraw = False
18.9254 	EXP 	text: height = np.float64(0.05)
18.9254 	EXP 	text: height = np.float64(0.05)
18.9254 	EXP 	text: height = np.float64(0.05)
18.9254 	EXP 	text: text = 'GBP 40 today or GBP 55 after 62 days'
18.9254 	EXP 	fixation: autoDraw = True
18.9594 	EXP 	Device response: <KeyPress from None: t=18.89803699986078, value=l, duration=0.05696210009045899>
19.9107 	INFO 	Keyboard events cleared
19.9106 	EXP 	text: autoDraw = True
19.9267 	EXP 	fixation: autoDraw = False
24.9659 	EXP 	Device response: <KeyPress from None: t=24.957003199961036, value=t, duration=None>
