20.8531 	INFO 	Loaded monitor calibration from ['2025_08_12 09:33']
20.8834 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
21.1936 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
21.1936 	INFO 	OpenGL version supported by driver is 4..
21.2762 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D0216F14E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D0216F1480>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D0217E5D80>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.2763 	EXP 	window1: backgroundImage = ''
21.2763 	EXP 	window1: backgroundFit = 'none'
21.9228 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
21.9228 	EXP 	window1: recordFrameIntervals = False
22.1824 	EXP 	window1: recordFrameIntervals = True
22.3659 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
22.3660 	EXP 	window1: recordFrameIntervals = False
22.4581 	INFO 	keyboard.Keyboard is using ptb backend.
22.4584 	INFO 	keyboard.Keyboard is using ptb backend.
22.4584 	EXP 	Motor sequence task: status = STARTED
