pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.7786940999794751,None,0,0,0,0,,,,,0.01750369998626411,,0.01262479997240007,0.01750369998626411,1.0098365999874659,1.0098365999874659,1.0098365999874659,1.0098365999874659,1.0256309999967925,2.0108274000231177,2.0108274000231177,2.9331277000019327,x,1,0.7786940999794751,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
150,v,1,1,0,v,1,0.6206961999996565,None,0,1,1,1,,,,,2.9384822999709286,,2.933473100012634,2.9384822999709286,3.945531299978029,3.945531299978029,3.945531299978029,3.945531299978029,3.945531299978029,4.947454800014384,4.947454800014384,5.581788800016511,v,1,0.6206961999996565,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
50,c,2,2,0,c,1,0.36514700000407174,None,0,2,2,2,,,,,5.59805889998097,,5.582208400010131,5.59805889998097,6.582209300016984,6.582209300016984,6.582209300016984,6.582209300016984,6.598667500016745,7.583002500003204,7.583002500003204,7.950906499987468,c,1,0.36514700000407174,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
-150,z,3,3,0,z,1,0.49666160001652315,None,0,3,3,3,,,,,7.966961900005117,,7.951263899973128,7.966961900005117,8.95098640001379,8.95098640001379,8.95098640001379,8.95098640001379,8.96779730002163,9.953123999992386,9.953123999992386,10.453471800021362,z,1,0.49666160001652315,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
-50,x,4,0,1,x,1,0.3568171000224538,None,1,0,4,0,,,,,10.470260199974291,,10.453899600019213,10.470260199974291,11.454455300001428,11.454455300001428,11.454455300001428,11.454455300001428,11.471304800012149,12.455120800004806,12.455120800004806,12.823144100024365,x,1,0.3568171000224538,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
150,v,5,1,1,v,1,0.5847907999996096,None,1,1,5,1,,,,,12.838198899989948,,12.823603399971034,12.838198899989948,13.823254799994174,13.823254799994174,13.823254799994174,13.823254799994174,13.839952500013169,14.825719000014942,14.825719000014942,15.42564610001864,v,1,0.5847907999996096,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
50,c,6,2,1,c,1,1.1527108999434859,None,1,2,6,2,,,,,15.442010200000368,,15.425990400020964,15.442010200000368,16.426558499981184,16.426558499981184,16.426558499981184,16.426558499981184,16.442881099996157,17.426981099997647,17.426981099997647,18.580784999998286,c,1,1.1527108999434859,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
-150,z,7,3,1,z,1,0.42638920003082603,None,1,3,7,3,,,,,18.59577910002554,,18.581383000011556,18.59577910002554,19.596934399974998,19.596934399974998,19.596934399974998,19.596934399974998,19.596934399974998,20.581192300014663,20.581192300014663,21.014670600008685,z,1,0.42638920003082603,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
-50,x,8,0,2,x,1,0.365814600023441,None,2,0,8,0,,,,,21.03097500000149,,21.015035899996292,21.03097500000149,22.016047500015702,22.016047500015702,22.016047500015702,22.016047500015702,22.03295209998032,23.016882899974007,23.016882899974007,23.384525000001304,x,1,0.365814600023441,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
150,v,9,1,2,v,1,0.421955700032413,None,2,1,9,1,,,,,23.400907400005963,,23.384954000008292,23.400907400005963,24.38514969998505,24.38514969998505,24.38514969998505,24.38514969998505,24.401944799988996,25.386043399979826,25.386043399979826,25.821401000022888,v,1,0.421955700032413,None,,,,,Participant 03,001,2025-10-03_20h30.41.100,Motor sequence task,,2025.1.1,59.943197818903734,2025-10-03 20h50.21.138034 +0530,
