reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,50,21,0,0,0,l,2.00854009995237,None,0,0,0,2,0.09726989991031587,,0.09192849998362362,0.09726989991031587,1.0132216999772936,1.0132216999772936,1.1114550000056624,3.036927699809894,l,2.00854009995237,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
40,55,62,1,1,0,t,1.189138000132516,None,0,1,1,3,3.050321999937296,,3.0449549998156726,3.050321999937296,4.049108099890873,4.049108099890873,4.065723099978641,5.2523525999858975,t,1.189138000132516,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
78,80,162,2,2,0,t,0.5903294000308961,None,0,2,2,6,5.264774199808016,,5.257977599976584,5.264774199808016,6.252038899809122,6.252038899809122,6.266762599814683,6.854096399853006,t,0.5903294000308961,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
15,35,13,3,3,0,l,0.7310881000012159,None,0,3,3,1,6.866566999815404,,6.859834400005639,6.866566999815404,7.854698499897495,7.854698499897495,7.869323799852282,8.5882170998957,l,0.7310881000012159,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
67,75,119,4,4,0,t,0.5025752000510693,None,0,4,4,5,8.601459799800068,,8.596414299914613,8.601459799800068,9.60357389994897,9.60357389994897,9.60357389994897,10.12138030002825,t,0.5025752000510693,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
49,60,89,5,5,0,t,0.7580567998811603,None,0,5,5,4,10.138533700024709,,10.126436799997464,10.138533700024709,11.123272099997848,11.123272099997848,11.141055800020695,11.889738499885425,t,0.7580567998811603,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
11,30,7,6,6,0,l,0.7337909999769181,None,0,6,6,0,11.90655339998193,,11.8946302998811,11.90655339998193,12.891740299994126,12.891740299994126,12.908467100001872,13.626753399847075,l,0.7337909999769181,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
15,35,13,7,0,1,l,2.1562849001493305,None,1,0,7,1,13.643221599981189,,13.630297399824485,13.643221599981189,14.626521199941635,14.626521199941635,14.644123599864542,16.79656619997695,l,2.1562849001493305,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
78,80,162,8,1,1,t,0.6981790000572801,None,1,1,8,6,16.810931999934837,,16.801129499915987,16.810931999934837,17.796645099995658,17.796645099995658,17.814562699990347,18.499842799967155,t,0.6981790000572801,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
11,30,7,9,2,1,l,0.9242320000194013,None,1,2,9,0,18.513092999812216,,18.503713599871844,18.513092999812216,19.500019199913368,19.500019199913368,19.516529300017282,20.43205889989622,l,0.9242320000194013,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
49,60,89,10,3,1,t,0.6831372999586165,None,1,3,10,4,20.450112299993634,,20.436476399889216,20.450112299993634,21.43544839997776,21.43544839997776,21.452357799978927,22.13446249999106,t,0.6831372999586165,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
40,55,62,11,4,1,t,0.4557580000255257,None,1,4,11,3,22.151946799829602,,22.137774199945852,22.151946799829602,23.136916999937966,23.136916999937966,23.15387299982831,23.60361689981073,t,0.4557580000255257,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
67,75,119,12,5,1,t,1.0543224001303315,None,1,5,12,5,23.619258499937132,,23.608872100012377,23.619258499937132,24.60465699993074,24.60465699993074,24.622876700013876,25.672865299973637,t,1.0543224001303315,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
27,50,21,13,6,1,l,2.7783137999940664,None,1,6,13,2,25.689075599890202,,25.67683249991387,25.689075599890202,26.672225299989805,26.672225299989805,26.688987100031227,29.460319199832156,l,2.7783137999940664,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
67,75,119,14,0,2,t,0.46347550000064075,None,2,0,14,5,29.475964299868792,,29.465946599841118,29.475964299868792,30.46162319998257,30.46162319998257,30.478805899852887,30.93176779989153,t,0.46347550000064075,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
40,55,62,15,1,2,t,1.1498448997735977,None,2,1,15,3,30.943930299952626,,30.935630399966612,30.943930299952626,31.947156899841502,31.947156899841502,31.947156899841502,33.11432289984077,t,1.1498448997735977,None,Subject 04,001,2025-11-07_15h50.59.902,untitled,,2025.1.1,60.02444199913984,2025-11-07 15h51.13.522203 +0530,
