delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.7,1000,exp,277,1,23,space,0.7653446,None,400,1,[4.22912110001198],[4.229130799998529],23,1,277,5,1683.874393,,1683.857524,1683.874393,1684.859401,1684.859401,1684.876018,1685.626533,space,0.7653446,None,1685.627383,1686.327504,1686.637766,1686.624728,1686.625392,1686.637766,1686.637766,1686.637766,1690.867165,400,1,[4.22912110001198],[4.229130799998529],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,278,2,23,space,0.6862097,None,600,1,[1.8584045999741647],[1.8584131999814417],23,2,278,11,1690.881429,,1690.86743,1690.881429,1691.866851,1691.866851,1691.883879,1692.568356,space,0.6862097,None,1692.569046,1693.268402,1693.579349,1693.566044,1693.566791,1693.579349,1693.579349,1693.579349,1695.438015,600,1,[1.8584045999741647],[1.8584131999814417],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,400,unexp,279,3,23,space,0.6806626,None,600,1,[2.489444499980891],[2.489455299975816],23,3,279,1,1695.453732,,1695.43828,1695.453732,1696.438623,1696.438623,1696.455327,1697.123556,space,0.6806626,None,1697.124241,1697.540023,1697.853047,1697.839507,1697.840136,1697.853047,1697.853047,1697.853047,1700.342892,600,1,[2.489444499980891],[2.489455299975816],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,280,4,23,space,1.0875445,None,400,1,[2.6062671999970917],[2.606278299994301],23,4,280,10,1700.359063,,1700.343224,1700.359063,1701.346042,1701.346042,1701.360192,1702.445905,space,1.0875445,None,1702.446784,1702.845811,1703.158804,1703.146423,1703.147122,1703.158804,1703.158804,1703.158804,1705.765378,400,1,[2.6062671999970917],[2.606278299994301],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,281,5,23,space,0.6130587,None,600,1,[1.5968609999981709],[1.5968716999923345],23,5,281,8,1705.781841,,1705.765689,1705.781841,1706.767028,1706.767028,1706.783589,1707.384935,space,0.6130587,None,1707.38587,1708.086016,1708.406244,1708.39305,1708.39366,1708.406244,1708.406244,1708.406244,1710.003525,600,1,[1.5968609999981709],[1.5968716999923345],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,282,6,23,space,0.6741556,None,400,1,[2.472325299982913],[2.472336799983168],23,6,282,6,1710.020585,,1710.003833,1710.020585,1711.005895,1711.005895,1711.02291,1711.688699,space,0.6741556,None,1711.689586,1711.788751,1712.101965,1712.086943,1712.087569,1712.101965,1712.101965,1712.101965,1714.574682,400,1,[2.472325299982913],[2.472336799983168],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,283,7,23,space,0.5552826,None,400,1,[2.180093200004194],[2.1801008000038564],23,7,283,7,1714.591443,,1714.575035,1714.591443,1715.576571,1715.576571,1715.59343,1716.143911,space,0.5552826,None,1716.144702,1716.543666,1716.850018,1716.836592,1716.837226,1716.850018,1716.850018,1716.850018,1719.030383,400,1,[2.180093200004194],[2.1801008000038564],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,284,8,23,space,13.6410787,None,100,1,[4.791315900016343],[4.7913283000234514],23,8,284,9,1719.047053,,1719.030628,1719.047053,1720.033129,1720.033129,1720.046668,1733.681385,space,13.6410787,None,1733.68206,1733.796989,1734.110789,1734.097572,1734.098168,1734.110789,1734.110789,1734.110789,1738.902419,100,1,[4.791315900016343],[4.7913283000234514],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,285,9,23,space,0.7633139,None,100,1,[1.4089409000007436],[1.4089546999894083],23,9,285,3,1738.91834,,1738.902714,1738.91834,1739.902079,1739.902079,1739.920686,1740.67013,space,0.7633139,None,1740.670849,1740.769927,1741.081368,1741.06824,1741.068867,1741.081368,1741.081368,1741.081368,1742.490672,100,1,[1.4089409000007436],[1.4089546999894083],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,286,10,23,space,1.5425499,None,300,1,[1.241296499996679],[1.2413066999870352],23,10,286,4,1742.50443,,1742.490925,1742.50443,1743.491484,1743.491484,1743.506061,1745.04394,space,1.5425499,None,1745.044682,1745.460442,1745.76985,1745.756133,1745.756848,1745.76985,1745.76985,1745.76985,1747.011434,300,1,[1.241296499996679],[1.2413066999870352],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,400,unexp,287,11,23,space,0.4506817,None,200,1,[2.171959200000856],[2.171970200026408],23,11,287,0,1747.026799,,1747.011732,1747.026799,1748.011099,1748.011099,1748.02806,1748.462356,space,0.4506817,None,1748.463082,1748.561739,1748.877125,1748.864863,1748.865597,1748.877125,1748.877125,1748.877125,1751.049382,200,1,[2.171959200000856],[2.171970200026408],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,288,0,24,space,0.3316541,None,200,1,[1.4426181000017095],[1.4426295000012033],24,0,288,9,1751.063632,,1751.049743,1751.063632,1752.050235,1752.050235,1752.066429,1752.384114,space,0.3316541,None,1752.385008,1752.483634,1752.792962,1752.779945,1752.780556,1752.792962,1752.792962,1752.792962,1754.235877,200,1,[1.4426181000017095],[1.4426295000012033],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,400,unexp,289,1,24,space,0.2743643,None,400,1,[2.0519806999946013],[2.0519921999948565],24,1,289,1,1754.251372,,1754.236183,1754.251372,1755.23781,1755.23781,1755.254729,1755.521819,space,0.2743643,None,1755.522687,1755.921463,1756.237725,1756.223299,1756.223856,1756.237725,1756.237725,1756.237725,1758.290009,400,1,[2.0519806999946013],[2.0519921999948565],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,290,2,24,space,0.7170849,None,500,1,[1.0753425000002608],[1.075354700005846],24,2,290,11,1758.305414,,1758.290333,1758.305414,1759.290725,1759.290725,1759.307444,1760.024524,space,0.7170849,None,1760.025391,1760.72467,1761.034808,1761.021786,1761.022397,1761.034808,1761.034808,1761.034808,1762.11049,500,1,[1.0753425000002608],[1.075354700005846],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,291,3,24,space,0.3144712,None,300,1,[4.161564100009855],[4.161574300000211],24,3,291,6,1762.126431,,1762.110739,1762.126431,1763.112275,1763.112275,1763.128339,1763.428195,space,0.3144712,None,1763.428823,1763.528764,1763.84042,1763.827038,1763.827723,1763.84042,1763.84042,1763.84042,1768.002321,300,1,[4.161564100009855],[4.161574300000211],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,292,4,24,space,0.4914409,None,400,1,[2.8265850999741815],[2.8265949999913573],24,4,292,5,1768.016187,,1768.002649,1768.016187,1769.001751,1769.001751,1769.018536,1769.502365,space,0.4914409,None,1769.503229,1770.202157,1770.512709,1770.500125,1770.500758,1770.512709,1770.512709,1770.512709,1773.339612,400,1,[2.8265850999741815],[2.8265949999913573],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,293,5,24,space,0.4206106,None,600,1,[2.1943785000185017],[2.1943892000126652],24,5,293,7,1773.355213,,1773.339929,1773.355213,1774.341839,1774.341839,1774.358695,1774.774981,space,0.4206106,None,1774.775727,1775.190643,1775.500588,1775.486486,1775.486977,1775.500588,1775.500588,1775.500588,1777.695265,600,1,[2.1943785000185017],[2.1943892000126652],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,294,6,24,space,3.4473228,None,400,1,[2.0211105000053067],[2.0211196999880485],24,6,294,10,1777.710449,,1777.695654,1777.710449,1778.694637,1778.694637,1778.711583,1782.1496,space,3.4473228,None,1782.150304,1782.550358,1782.8651,1782.851855,1782.852525,1782.8651,1782.8651,1782.8651,1784.886469,400,1,[2.0211105000053067],[2.0211196999880485],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,295,7,24,space,6.6847521,None,500,1,[1.8023003000125755],[1.8023106000036933],24,7,295,8,1784.901647,,1784.88674,1784.901647,1785.886647,1785.886647,1785.9033,1792.578071,space,6.6847521,None,1792.57875,1793.279136,1793.594503,1793.581154,1793.58177,1793.594503,1793.594503,1793.594503,1795.397238,500,1,[1.8023003000125755],[1.8023106000036933],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,296,8,24,space,8.6584651,None,400,1,[1.8187864000210539],[1.8187966000114102],24,8,296,4,1795.412828,,1795.397656,1795.412828,1796.398509,1796.398509,1796.414669,1805.058503,space,8.6584651,None,1805.059179,1805.459346,1805.773661,1805.762267,1805.762833,1805.773661,1805.773661,1805.773661,1807.592846,400,1,[1.8187864000210539],[1.8187966000114102],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,400,unexp,297,9,24,space,0.7164955,None,200,1,[1.4031573999964166],[1.4031678999890573],24,9,297,0,1807.609575,,1807.593161,1807.609575,1808.596638,1808.596638,1808.610866,1809.328436,space,0.7164955,None,1809.329094,1809.429585,1809.743838,1809.730694,1809.731278,1809.743838,1809.743838,1809.743838,1811.147319,200,1,[1.4031573999964166],[1.4031678999890573],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,298,10,24,space,0.3520419,None,300,1,[2.0917506999976467],[2.0917599000094924],24,10,298,3,1811.162962,,1811.147627,1811.162962,1812.149883,1812.149883,1812.166695,1812.517775,space,0.3520419,None,1812.518538,1812.632459,1812.944005,1812.9308,1812.931424,1812.944005,1812.944005,1812.944005,1815.036009,300,1,[2.0917506999976467],[2.0917599000094924],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,400,unexp,299,11,24,space,0.5968436,None,600,1,[1.0059777999995276],[1.005986500007566],24,11,299,2,1815.051612,,1815.03625,1815.051612,1816.036708,1816.036708,1816.053079,1816.638774,space,0.5968436,None,1816.639448,1817.33805,1817.649978,1817.635671,1817.636357,1817.649978,1817.649978,1817.649978,1818.656297,600,1,[1.0059777999995276],[1.005986500007566],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,300,0,25,space,0.4443693,None,700,1,[1.5907305000000633],[1.5907413999957498],25,0,300,5,1818.671117,,1818.656765,1818.671117,1819.657032,1819.657032,1819.674715,1820.108347,space,0.4443693,None,1820.109036,1820.808195,1821.120402,1821.10821,1821.108796,1821.120402,1821.120402,1821.120402,1822.711716,700,1,[1.5907305000000633],[1.5907413999957498],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,301,1,25,space,1.0653393,None,300,1,[2.2360313999815844],[2.2360422000056133],25,1,301,6,1822.725946,,1822.71206,1822.725946,1823.727715,1823.727715,1823.727715,1824.796316,space,1.0653393,None,1824.797149,1824.896997,1825.213091,1825.199179,1825.199814,1825.213091,1825.213091,1825.213091,1827.449408,300,1,[2.2360313999815844],[2.2360422000056133],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,400,unexp,302,2,25,space,0.4139178,None,500,1,[1.45222060001106],[1.4522309000021778],25,2,302,2,1827.465069,,1827.449702,1827.465069,1828.449156,1828.449156,1828.466808,1828.867674,space,0.4139178,None,1828.868725,1829.568833,1829.883325,1829.870513,1829.871197,1829.883325,1829.883325,1829.883325,1831.335894,500,1,[1.45222060001106],[1.4522309000021778],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,303,3,25,space,3.9275602,None,700,1,[3.177786099986406],[3.1777961000043433],25,3,303,11,1831.352699,,1831.336342,1831.352699,1832.338785,1832.338785,1832.355888,1836.276451,space,3.9275602,None,1836.277361,1836.976099,1837.285101,1837.270677,1837.271298,1837.285101,1837.285101,1837.285101,1840.463194,700,1,[3.177786099986406],[3.1777961000043433],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,304,4,25,space,0.7445219,None,500,1,[3.263185399991926],[3.263196500018239],25,4,304,8,1840.478379,,1840.463485,1840.478379,1841.463899,1841.463899,1841.480286,1842.215016,space,0.7445219,None,1842.215682,1842.915421,1843.223687,1843.209931,1843.210403,1843.223687,1843.223687,1843.223687,1846.487302,500,1,[3.263185399991926],[3.263196500018239],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,305,5,25,space,0.2911242,None,300,1,[1.9732931999897119],[1.9733036999823526],25,5,305,9,1846.50205,,1846.487636,1846.50205,1847.486547,1847.486547,1847.503114,1847.787509,space,0.2911242,None,1847.788166,1847.887002,1848.201515,1848.187447,1848.187958,1848.201515,1848.201515,1848.201515,1850.175124,300,1,[1.9732931999897119],[1.9733036999823526],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,306,6,25,space,0.5128521,None,500,1,[1.7031853999942541],[1.7031941000022925],25,6,306,7,1850.190131,,1850.175435,1850.190131,1851.174828,1851.174828,1851.191646,1851.694365,space,0.5128521,None,1851.695276,1852.108995,1852.424834,1852.409768,1852.410386,1852.424834,1852.424834,1852.424834,1854.12831,500,1,[1.7031853999942541],[1.7031941000022925],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,400,unexp,307,7,25,space,0.368013,None,400,1,[1.3579478000174277],[1.3579654000059236],25,7,307,0,1854.144347,,1854.128557,1854.144347,1855.129029,1855.129029,1855.145117,1855.5126,space,0.368013,None,1855.513234,1855.611915,1855.923641,1855.9107,1855.911177,1855.923641,1855.923641,1855.923641,1857.281909,400,1,[1.3579478000174277],[1.3579654000059236],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,308,8,25,space,0.8004778,None,400,1,[2.979784199997084],[2.9797949000203516],25,8,308,4,1857.297601,,1857.282197,1857.297601,1858.281992,1858.281992,1858.299131,1859.083892,space,0.8004778,None,1859.084517,1859.484001,1859.791261,1859.778893,1859.779372,1859.791261,1859.791261,1859.791261,1862.771359,400,1,[2.979784199997084],[2.9797949000203516],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,309,9,25,space,3.5845691,None,100,1,[2.961343200004194],[2.961350900004618],25,9,309,3,1862.786816,,1862.771666,1862.786816,1863.772241,1863.772241,1863.789954,1867.359842,space,3.5845691,None,1867.360505,1867.459212,1867.767701,1867.754746,1867.755397,1867.767701,1867.767701,1867.767701,1870.729326,100,1,[2.961343200004194],[2.961350900004618],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,400,unexp,310,10,25,space,20.3066669,None,400,1,[1.657623999984935],[1.6576319999876432],25,10,310,1,1870.746287,,1870.729572,1870.746287,1871.730946,1871.730946,1871.747063,1892.053531,space,20.3066669,None,1892.054207,1892.453562,1892.764699,1892.751179,1892.751817,1892.764699,1892.764699,1892.764699,1894.422643,400,1,[1.657623999984935],[1.6576319999876432],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,311,11,25,space,0.5111177,None,300,1,[2.390113700006623],[2.390123599994695],25,11,311,10,1894.438085,,1894.42289,1894.438085,1895.423955,1895.423955,1895.439196,1895.940496,space,0.5111177,None,1895.941302,1896.340789,1896.653549,1896.640707,1896.641317,1896.653549,1896.653549,1896.653549,1899.043941,300,1,[2.390113700006623],[2.390123599994695],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,400,unexp,312,0,26,space,0.3164714,None,500,1,[1.2218549000099301],[1.2218668000132311],26,0,312,1,1899.060474,,1899.044214,1899.060474,1900.045993,1900.045993,1900.062225,1900.379809,space,0.3164714,None,1900.380576,1900.779676,1901.091846,1901.077792,1901.078566,1901.091846,1901.091846,1901.091846,1902.314059,500,1,[1.2218549000099301],[1.2218668000132311],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,313,1,26,space,1.974309,None,300,1,[2.0287651999969967],[2.0287756000179797],26,1,313,9,1902.329965,,1902.31437,1902.329965,1903.314236,1903.314236,1903.331799,1905.30241,space,1.974309,None,1905.303151,1905.41816,1905.724823,1905.711228,1905.711855,1905.724823,1905.724823,1905.724823,1907.753887,300,1,[2.0287651999969967],[2.0287756000179797],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,400,unexp,314,2,26,space,1.0654347,None,700,1,[1.6535378999833483],[1.6535476999997627],26,2,314,2,1907.769386,,1907.75419,1907.769386,1908.756494,1908.756494,1908.770914,1909.823105,space,1.0654347,None,1909.823782,1910.522816,1910.837819,1910.824761,1910.825378,1910.837819,1910.837819,1910.837819,1912.491673,700,1,[1.6535378999833483],[1.6535476999997627],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,400,unexp,315,3,26,space,23.247196,None,100,1,[3.240595500014024],[3.2406060000066645],26,3,315,0,1912.50764,,1912.491965,1912.50764,1913.493634,1913.493634,1913.509702,1936.751277,space,23.247196,None,1936.75209,1936.852775,1937.165655,1937.152789,1937.153438,1937.165655,1937.165655,1937.165655,1940.406547,100,1,[3.240595500014024],[3.2406060000066645],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,316,4,26,space,0.6645421,None,200,1,[2.4747898999776226],[2.4748002999986056],26,4,316,3,1940.422119,,1940.406905,1940.422119,1941.408734,1941.408734,1941.42356,1942.075274,space,0.6645421,None,1942.075992,1942.190833,1942.503099,1942.49131,1942.491957,1942.503099,1942.503099,1942.503099,1944.978166,200,1,[2.4747898999776226],[2.4748002999986056],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,317,5,26,space,0.315244,None,500,1,[1.4570957999967504],[1.4571059999871068],26,5,317,5,1944.993842,,1944.978527,1944.993842,1945.97853,1945.97853,1945.995134,1946.295252,space,0.315244,None,1946.295799,1946.997532,1947.308006,1947.295329,1947.295957,1947.308006,1947.308006,1947.308006,1948.765427,500,1,[1.4570957999967504],[1.4571059999871068],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,318,6,26,space,0.2839651,None,400,1,[1.4026013000111561],[1.4026128000114113],26,6,318,4,1948.781233,,1948.765764,1948.781233,1949.76752,1949.76752,1949.784414,1950.067231,space,0.2839651,None,1950.068047,1950.468364,1950.783155,1950.768819,1950.769375,1950.783155,1950.783155,1950.783155,1952.186061,400,1,[1.4026013000111561],[1.4026128000114113],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,319,7,26,space,0.3035204,None,500,1,[1.1374597999965772],[1.137470099987695],26,7,319,8,1952.201662,,1952.186385,1952.201662,1953.186167,1953.186167,1953.202715,1953.505838,space,0.3035204,None,1953.506603,1954.221934,1954.535167,1954.522103,1954.522743,1954.535167,1954.535167,1954.535167,1955.672924,500,1,[1.1374597999965772],[1.137470099987695],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,320,8,26,space,0.3724528,None,500,1,[2.89359669998521],[2.893605999997817],26,8,320,7,1955.689092,,1955.673227,1955.689092,1956.674416,1956.674416,1956.690451,1957.059486,space,0.3724528,None,1957.060365,1957.474538,1957.786042,1957.773458,1957.774087,1957.786042,1957.786042,1957.786042,1960.679946,500,1,[2.89359669998521],[2.893605999997817],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,321,9,26,space,2.729085,None,100,1,[2.541201699990779],[2.5412129999895114],26,9,321,6,1960.694237,,1960.680397,1960.694237,1961.679956,1961.679956,1961.697101,1964.416066,space,2.729085,None,1964.416967,1964.515677,1964.827478,1964.814422,1964.815039,1964.827478,1964.827478,1964.827478,1967.369009,100,1,[2.541201699990779],[2.5412129999895114],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,322,10,26,space,0.9338961,None,500,1,[1.2010292999912053],[1.2010403999884147],26,10,322,11,1967.385366,,1967.369308,1967.385366,1968.371322,1968.371322,1968.388374,1969.321377,space,0.9338961,None,1969.322229,1970.022662,1970.339808,1970.326443,1970.326961,1970.339808,1970.339808,1970.339808,1971.541138,500,1,[1.2010292999912053],[1.2010403999884147],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,323,11,26,space,0.3424387,None,400,1,[2.568005999986781],[2.568016799981706],26,11,323,10,1971.556357,,1971.541444,1971.556357,1972.541536,1972.541536,1972.558059,1972.891321,space,0.3424387,None,1972.891955,1973.292987,1973.610279,1973.592462,1973.593556,1973.610279,1973.610279,1973.610279,1976.178626,400,1,[2.568005999986781],[2.568016799981706],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,324,0,27,space,0.3100636,None,400,1,[1.6386375000001863],[1.638646700012032],27,0,324,9,1976.19478,,1976.178954,1976.19478,1977.180466,1977.180466,1977.197548,1977.498397,space,0.3100636,None,1977.499062,1977.613482,1977.926729,1977.914022,1977.914596,1977.926729,1977.926729,1977.926729,1979.565729,400,1,[1.6386375000001863],[1.638646700012032],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,325,1,27,space,0.4767838,None,600,1,[1.2394541000248864],[1.239462800003821],27,1,325,11,1979.581261,,1979.566026,1979.581261,1980.56666,1980.56666,1980.582721,1981.051535,space,0.4767838,None,1981.052194,1981.751471,1982.064617,1982.052099,1982.052755,1982.064617,1982.064617,1982.064617,1983.304336,600,1,[1.2394541000248864],[1.239462800003821],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.1,1000,exp,326,2,27,space,0.3176181,None,100,1,[1.4422566999855917],[1.4422652999928687],27,2,326,6,1983.31955,,1983.304585,1983.31955,1984.303975,1984.303975,1984.319748,1984.639047,space,0.3176181,None,1984.63972,1984.755676,1985.064895,1985.0525,1985.053024,1985.064895,1985.064895,1985.064895,1986.507442,100,1,[1.4422566999855917],[1.4422652999928687],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,1000,exp,327,3,27,space,0.253241,None,500,1,[2.5573981999768876],[2.5574095999763813],27,3,327,8,1986.522652,,1986.507693,1986.522652,1987.508568,1987.508568,1987.524757,1987.774901,space,0.253241,None,1987.775583,1988.475445,1988.787869,1988.775425,1988.776015,1988.787869,1988.787869,1988.787869,1991.345568,500,1,[2.5573981999768876],[2.5574095999763813],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.4,1000,exp,328,4,27,space,0.2409635,None,600,1,[1.6570850999851245],[1.6570954000053462],27,4,328,10,1991.361743,,1991.345842,1991.361743,1992.347408,1992.347408,1992.364842,1992.596773,space,0.2409635,None,1992.597455,1992.996412,1993.309518,1993.297326,1993.297741,1993.309518,1993.309518,1993.309518,1994.966894,600,1,[1.6570850999851245],[1.6570954000053462],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
0.7,400,unexp,329,5,27,space,0.2860359,None,750,1,[3.0777833000174724],[3.077793300006306],27,5,329,2,1994.981377,,1994.96723,1994.981377,1995.967109,1995.967109,1995.98316,1996.267338,space,0.2860359,None,1996.267961,1996.96671,1997.277513,1997.264274,1997.264831,1997.277513,1997.277513,1997.277513,2000.355618,750,1,[3.0777833000174724],[3.077793300006306],Participant_01,1,2025-11-10_12h43.05.183,Intentional binding_LAB,,2025.1.1,59.73230371,2025-11-10 12h43.20.345499 +0530
