256.9846 	INFO 	Loaded monitor calibration from ['2025_08_12 09:33']
257.0536 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
258.3579 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
258.3580 	INFO 	OpenGL version supported by driver is 4..
258.4090 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027DDB997EE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027DDB997E80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027DDBA874F0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
258.4092 	EXP 	window1: backgroundImage = ''
258.4092 	EXP 	window1: backgroundFit = 'none'
259.0442 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
259.0442 	EXP 	window1: recordFrameIntervals = False
259.2843 	EXP 	window1: recordFrameIntervals = True
259.4679 	EXP 	Screen (0) actual frame rate measured at 59.80Hz
259.4679 	EXP 	window1: recordFrameIntervals = False
259.5827 	INFO 	keyboard.Keyboard is using ptb backend.
259.5830 	INFO 	keyboard.Keyboard is using ptb backend.
259.5830 	INFO 	keyboard.Keyboard is using ptb backend.
259.5831 	EXP 	Semantic priming with gender association: status = STARTED
260.2912 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
260.3088 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
260.3099 	EXP 	Created prime = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='prime', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
260.3162 	EXP 	Created target_picture = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='target_picture', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
260.3203 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank You for the participation!\n\n', units='height', win=Window(...), wrapWidth=1)
0.0142 	INFO 	Keyboard events cleared
0.0141 	EXP 	text_2: autoDraw = True
2.7576 	EXP 	Device response: <KeyPress from None: t=2.5851599000161514, value=space, duration=None>
2.7577 	EXP 	Device response: <KeyPress from None: t=2.5851599000161514, value=space, duration=0.10225860000355169>
2.7792 	EXP 	Imported cond.csv as conditions, 54 conditions, 4 params
2.7802 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'prime_word': 'Librarian', 'prime_gender': 'feminine', 'target_image': 'f5.jpeg', 'target_gender': 'female', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
2.8033 	DATA 	Keypress: space
2.8073 	EXP 	text_2: autoDraw = False
2.8073 	EXP 	prime: height = np.float64(0.05)
2.8073 	EXP 	prime: height = np.float64(0.05)
2.8073 	EXP 	prime: height = np.float64(0.05)
2.8073 	EXP 	prime: text = 'Librarian'
2.8073 	EXP 	target_picture: image = 'f5.jpeg'
2.8073 	EXP 	fixation: autoDraw = True
3.2679 	EXP 	prime: autoDraw = True
3.3182 	EXP 	fixation: autoDraw = False
4.2682 	INFO 	Keyboard events cleared
4.2681 	EXP 	prime: autoDraw = False
4.2681 	EXP 	target_picture: autoDraw = True
5.2034 	EXP 	Device response: <KeyPress from None: t=5.188275400025304, value=f, duration=None>
5.2037 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'prime_word': 'Blacksmith', 'prime_gender': 'masculine', 'target_image': 'm9.png', 'target_gender': 'male', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
5.2680 	DATA 	Keypress: f
5.2741 	EXP 	fixation: autoDraw = False
5.2741 	EXP 	prime: autoDraw = False
5.2741 	EXP 	target_picture: autoDraw = False
5.2741 	EXP 	prime: height = np.float64(0.05)
5.2741 	EXP 	prime: height = np.float64(0.05)
5.2741 	EXP 	prime: height = np.float64(0.05)
5.2741 	EXP 	prime: text = 'Blacksmith'
5.2741 	EXP 	target_picture: image = 'm9.png'
5.2741 	EXP 	fixation: autoDraw = True
5.2870 	EXP 	Device response: <KeyPress from None: t=5.188275400025304, value=f, duration=0.09649549995083362>
5.7034 	EXP 	prime: autoDraw = True
5.7870 	EXP 	fixation: autoDraw = False
6.7053 	INFO 	Keyboard events cleared
6.7052 	EXP 	prime: autoDraw = False
6.7052 	EXP 	target_picture: autoDraw = True
7.1733 	EXP 	Device response: <KeyPress from None: t=7.160210100002587, value=m, duration=None>
7.1735 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'prime_word': 'Blacksmith', 'prime_gender': 'masculine', 'target_image': 'f9.jpg', 'target_gender': 'female', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
7.1932 	DATA 	Keypress: m
7.1979 	EXP 	fixation: autoDraw = False
7.1979 	EXP 	prime: autoDraw = False
7.1979 	EXP 	target_picture: autoDraw = False
7.1979 	EXP 	prime: text = 'Blacksmith'
7.1979 	EXP 	target_picture: image = 'f9.jpg'
7.1979 	EXP 	fixation: autoDraw = True
7.3393 	EXP 	Device response: <KeyPress from None: t=7.160210100002587, value=m, duration=0.1643612000043504>
7.6893 	EXP 	prime: autoDraw = True
