thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,Target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
17,0,17,"[np.float64(-0.44083333333333335), np.float64(-0.4266666666666667)]","[np.float64(-0.43083333333333335), np.float64(-0.43)]","[1, 1]","[0, 0]","[0, 0]","[1.0087982999975793, 1.5255848999950103]","[None, 'Target']",17,0,17,0,22.108005499991123,,10,22.095544099996914,22.108005499991123,22.108005499991123,0.0260126999928616,23.118270099992515,23.62129450000066,"[np.float64(-0.44083333333333335), np.float64(-0.4266666666666667)]","[np.float64(-0.43083333333333335), np.float64(-0.43)]","[1, 1]","[0, 0]","[0, 0]","[1.0087982999975793, 1.5255848999950103]","[None, 'Target']",Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
18,0,18,[np.float64(-0.025833333333333333)],[np.float64(-0.3875)],[1],[0],[0],[1.0859382999915397],['Target'],18,0,18,0,23.645419499996933,,5,23.63667879998684,23.645419499996933,23.645419499996933,0.015128899991395883,24.653341999990516,24.722805699988385,[np.float64(-0.025833333333333333)],[np.float64(-0.3875)],[1],[0],[0],[1.0859382999915397],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
19,0,19,[np.float64(0.06333333333333334)],[np.float64(-0.030833333333333334)],[1],[0],[0],[0.9872142000094755],['Target'],19,0,19,0,24.744949799991446,,5,24.736050499996054,24.744949799991446,24.744949799991446,0.013111799999023788,,25.723440299989306,[np.float64(0.06333333333333334)],[np.float64(-0.030833333333333334)],[1],[0],[0],[0.9872142000094755],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
20,0,20,"[np.float64(0.0925), np.float64(0.11166666666666666)]","[np.float64(0.013333333333333334), np.float64(-0.0008333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.736732999997912, 2.3038650000089547]","[None, 'Target']",20,0,20,0,25.746783399998094,,5,25.738545699990937,25.746783399998094,25.746783399998094,0.014925199997378513,26.75569939998968,28.042622299995855,"[np.float64(0.0925), np.float64(0.11166666666666666)]","[np.float64(0.013333333333333334), np.float64(-0.0008333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.736732999997912, 2.3038650000089547]","[None, 'Target']",Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
21,0,21,[np.float64(-0.09083333333333334)],[np.float64(-0.08416666666666667)],[1],[0],[0],[0.9698937999928603],['Target'],21,0,21,0,28.066179099987494,,5,28.05754139999044,28.066179099987494,28.066179099987494,0.014716600009705871,,29.027664199995343,[np.float64(-0.09083333333333334)],[np.float64(-0.08416666666666667)],[1],[0],[0],[0.9698937999928603],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
22,0,22,[np.float64(0.26416666666666666)],[np.float64(0.2841666666666667)],[1],[0],[0],[1.2063206000020728],['Target'],22,0,22,0,29.068682299999637,,10,29.055349899994326,29.068682299999637,29.068682299999637,0.02753199999278877,30.076295499995467,30.2618700999883,[np.float64(0.26416666666666666)],[np.float64(0.2841666666666667)],[1],[0],[0],[1.2063206000020728],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
23,0,23,[np.float64(0.3616666666666667)],[np.float64(0.3641666666666667)],[1],[0],[0],[0.9766914999927394],['Target'],23,0,23,0,30.29962859999796,,10,30.286775599990506,30.29962859999796,30.29962859999796,0.024701200003619306,,31.263653699992574,[np.float64(0.3616666666666667)],[np.float64(0.3641666666666667)],[1],[0],[0],[0.9766914999927394],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
24,0,24,[np.float64(0.13583333333333333)],[np.float64(-0.10583333333333333)],[1],[0],[0],[1.1929422000102932],['Target'],24,0,24,0,31.300453999996535,,10,31.28845709998859,31.300453999996535,31.300453999996535,0.024595499999122694,32.31212999999116,32.48159379999561,[np.float64(0.13583333333333333)],[np.float64(-0.10583333333333333)],[1],[0],[0],[1.1929422000102932],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
25,0,25,[np.float64(0.32166666666666666)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.0099557999928948],['Target'],25,0,25,0,32.51772109999729,,10,32.505684199990355,32.51772109999729,32.51772109999729,0.023843899994972162,33.537368499994045,33.51582089999283,[np.float64(0.32166666666666666)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.0099557999928948],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
26,0,26,[np.float64(-0.42)],[np.float64(-0.11333333333333333)],[1],[0],[0],[0.9539419999928214],['Target'],26,0,26,0,33.537368499994045,,5,33.52866969999741,33.537368499994045,33.537368499994045,0.012600900008692406,,34.482793699993636,[np.float64(-0.42)],[np.float64(-0.11333333333333333)],[1],[0],[0],[0.9539419999928214],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
27,0,27,[np.float64(0.013333333333333334)],[np.float64(-0.02666666666666667)],[1],[0],[0],[1.6561210999934701],['Target'],27,0,27,0,34.52517929999158,,10,34.5116616999876,34.52517929999158,34.52517929999158,0.028584500003489666,35.531945599999744,36.16802889999235,[np.float64(0.013333333333333334)],[np.float64(-0.02666666666666667)],[1],[0],[0],[1.6561210999934701],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
28,0,28,[np.float64(-0.3408333333333333)],[np.float64(-0.25)],[1],[0],[0],[0.9882560999976704],['Target'],28,0,28,0,36.18997969999327,,5,36.181281599987415,36.18997969999327,36.18997969999327,0.013005000000703149,,37.16972189999069,[np.float64(-0.3408333333333333)],[np.float64(-0.25)],[1],[0],[0],[0.9882560999976704],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
29,0,29,[np.float64(0.35)],[np.float64(-0.3175)],[1],[0],[0],[1.1226158999925246],['Target'],29,0,29,0,37.20986009998887,,10,37.19754499998817,37.20986009998887,37.20986009998887,0.027653899989672936,38.21821699998691,38.320365599996876,[np.float64(0.35)],[np.float64(-0.3175)],[1],[0],[0],[1.1226158999925246],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
30,0,30,[np.float64(0.225)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.0207441999955336],['Target'],30,0,30,0,38.343800899994676,,5,38.334562899995944,38.343800899994676,38.343800899994676,0.014045899995835498,39.3527224999998,39.35551850000047,[np.float64(0.225)],[np.float64(0.31666666666666665)],[1],[0],[0],[1.0207441999955336],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
31,0,31,[np.float64(0.035833333333333335)],[np.float64(-0.33)],[1],[0],[0],[1.2086871999927098],['Target'],31,0,31,0,39.39413309999509,,10,39.38130879998789,39.39413309999509,39.39413309999509,0.02562509999552276,40.40416469999764,40.59020099999907,[np.float64(0.035833333333333335)],[np.float64(-0.33)],[1],[0],[0],[1.2086871999927098],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
32,0,32,[np.float64(0.11)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.7594575000111945],['Target'],32,0,32,0,40.6275239999959,,10,40.61548509998829,40.6275239999959,40.6275239999959,0.02510220000112895,41.63890039999387,42.375124899990624,[np.float64(0.11)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.7594575000111945],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
33,0,33,[np.float64(0.0825)],[np.float64(-0.4891666666666667)],[1],[0],[0],[1.089381300000241],['Target'],33,0,33,0,42.414158499988844,,10,42.40286329999799,42.414158499988844,42.414158499988844,0.027544999989913777,43.42389619999449,43.49249289999716,[np.float64(0.0825)],[np.float64(-0.4891666666666667)],[1],[0],[0],[1.089381300000241],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
34,0,34,"[np.float64(-0.05583333333333333), np.float64(-0.05583333333333333), np.float64(-0.05583333333333333), np.float64(-0.0675)]","[np.float64(-0.08916666666666667), np.float64(-0.08916666666666667), np.float64(-0.08916666666666667), np.float64(-0.07916666666666666)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.8712355999887222, 1.3708398000017041, 1.8551627999986522, 2.455584600000293]","[None, None, None, 'Target']",34,0,34,0,43.51607549999608,,5,43.50676720000047,43.51607549999608,43.51607549999608,0.014053299993975088,44.525133199989796,45.9625675999996,"[np.float64(-0.05583333333333333), np.float64(-0.05583333333333333), np.float64(-0.05583333333333333), np.float64(-0.0675)]","[np.float64(-0.08916666666666667), np.float64(-0.08916666666666667), np.float64(-0.08916666666666667), np.float64(-0.07916666666666666)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.8712355999887222, 1.3708398000017041, 1.8551627999986522, 2.455584600000293]","[None, None, None, 'Target']",Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
35,0,35,[np.float64(0.35333333333333333)],[np.float64(-0.38)],[1],[0],[0],[0.9896709000022383],['Target'],35,0,35,0,46.00319939998735,,10,45.9914182999928,46.00319939998735,46.00319939998735,0.028501299995696172,,46.98128480000014,[np.float64(0.35333333333333333)],[np.float64(-0.38)],[1],[0],[0],[0.9896709000022383],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
36,0,36,[np.float64(-0.18833333333333332)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.7877145999955246],['Target'],36,0,36,0,47.02392979999422,,10,47.01071029999002,47.02392979999422,47.02392979999422,0.029200099990703166,48.02864089999639,48.79861559999699,[np.float64(-0.18833333333333332)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.7877145999955246],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
37,0,37,[np.float64(0.2833333333333333)],[np.float64(0.49166666666666664)],[1],[0],[0],[2.275026000002981],['Target'],37,0,37,0,48.83830079999461,,10,48.826287999996566,48.83830079999461,48.83830079999461,0.027492400011396967,49.847885600000154,51.1014995000005,[np.float64(0.2833333333333333)],[np.float64(0.49166666666666664)],[1],[0],[0],[2.275026000002981],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
38,0,38,[np.float64(-0.3616666666666667)],[np.float64(-0.12)],[1],[0],[0],[0.9037534999952186],['Target'],38,0,38,0,51.12370839998766,,5,51.115883999998914,51.12370839998766,51.12370839998766,0.014168100009555928,,52.01982560000033,[np.float64(-0.3616666666666667)],[np.float64(-0.12)],[1],[0],[0],[0.9037534999952186],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
39,0,39,[np.float64(-0.3883333333333333)],[np.float64(0.37)],[1],[0],[0],[1.0085728999983985],['Target'],39,0,39,0,52.05588739999803,,10,52.044662100001005,52.05588739999803,52.05588739999803,0.024672699990333058,53.08144439999887,53.05340799999249,[np.float64(-0.3883333333333333)],[np.float64(0.37)],[1],[0],[0],[1.0085728999983985],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
40,0,40,[np.float64(0.1)],[np.float64(-0.16583333333333333)],[1],[0],[0],[1.0680384000006597],['Target'],40,0,40,0,53.08144439999887,,5,53.07030229999509,53.08144439999887,53.08144439999887,0.01655600000231061,54.085966099999496,54.13855679999688,[np.float64(0.1)],[np.float64(-0.16583333333333333)],[1],[0],[0],[1.0680384000006597],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
41,0,41,[np.float64(0.4083333333333333)],[np.float64(0.14166666666666666)],[1],[0],[0],[0.7349543000018457],['Target'],41,0,41,0,54.16261869999289,,5,54.15369509998709,54.16261869999289,54.16261869999289,0.014953400008380413,,54.88886479999928,[np.float64(0.4083333333333333)],[np.float64(0.14166666666666666)],[1],[0],[0],[0.7349543000018457],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
42,0,42,"[np.float64(0.18916666666666668), np.float64(0.19333333333333333), np.float64(0.20083333333333334)]","[np.float64(-0.43916666666666665), np.float64(-0.4425), np.float64(-0.45)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3861714000086067, 1.8360639000020456, 2.3041931000043405]","[None, None, 'Target']",42,0,42,0,54.91292399998929,,5,54.903711799997836,54.91292399998929,54.91292399998929,0.014675200000056066,55.922678199989605,57.20810099999653,"[np.float64(0.18916666666666668), np.float64(0.19333333333333333), np.float64(0.20083333333333334)]","[np.float64(-0.43916666666666665), np.float64(-0.4425), np.float64(-0.45)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3861714000086067, 1.8360639000020456, 2.3041931000043405]","[None, None, 'Target']",Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
43,0,43,[np.float64(0.3416666666666667)],[np.float64(-0.03166666666666667)],[1],[0],[0],[0.8710486000054516],['Target'],43,0,43,0,57.247704999987036,,10,57.23681419999048,57.247704999987036,57.247704999987036,0.028470899997046217,,58.10808399999223,[np.float64(0.3416666666666667)],[np.float64(-0.03166666666666667)],[1],[0],[0],[0.8710486000054516],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
44,0,44,[np.float64(-0.47)],[np.float64(-0.03916666666666667)],[1],[0],[0],[1.0904563999938546],['Target'],44,0,44,0,58.12815459999547,,5,58.12008709998918,58.12815459999547,58.12815459999547,0.011750099991331808,59.1412333999906,59.21071869999287,[np.float64(-0.47)],[np.float64(-0.03916666666666667)],[1],[0],[0],[1.0904563999938546],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
45,0,45,[np.float64(-0.25166666666666665)],[np.float64(-0.235)],[1],[0],[0],[0.8026695000007749],['Target'],45,0,45,0,59.23396289999073,,5,59.224891499994555,59.23396289999073,59.23396289999073,0.013996499998029321,,60.02774039999349,[np.float64(-0.25166666666666665)],[np.float64(-0.235)],[1],[0],[0],[0.8026695000007749],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
46,0,46,[np.float64(0.13166666666666665)],[np.float64(-0.4091666666666667)],[1],[0],[0],[0.890221300011035],['Target'],46,0,46,0,60.06969199999003,,10,60.05605429998832,60.06969199999003,60.06969199999003,0.028149000005214475,,60.9464994000009,[np.float64(0.13166666666666665)],[np.float64(-0.4091666666666667)],[1],[0],[0],[0.890221300011035],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
47,0,47,"[np.float64(-0.16583333333333333), np.float64(-0.155)]","[np.float64(0.12083333333333333), np.float64(0.115)]","[1, 1]","[0, 0]","[0, 0]","[1.121255400008522, 1.588806800005841]","[None, 'Target']",47,0,47,0,60.987816799999564,,10,60.97559229999024,60.987816799999564,60.987816799999564,0.02888850000454113,61.99401929999294,62.564709399986896,"[np.float64(-0.16583333333333333), np.float64(-0.155)]","[np.float64(0.12083333333333333), np.float64(0.115)]","[1, 1]","[0, 0]","[0, 0]","[1.121255400008522, 1.588806800005841]","[None, 'Target']",Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
48,0,48,[np.float64(0.2025)],[np.float64(-0.18666666666666668)],[1],[0],[0],[1.0062143000104697],['Target'],48,0,48,0,62.60438269999577,,10,62.59129409999878,62.60438269999577,62.60438269999577,0.026273700001183897,63.63482939999085,63.59770129999379,[np.float64(0.2025)],[np.float64(-0.18666666666666668)],[1],[0],[0],[1.0062143000104697],['Target'],Participant 5,001,2025-09-30_13h49.18.868,visual search task,,2025.1.1,59.99613625258106,2025-09-30 13h49.33.210576 +0530,
