thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,Target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,[np.float64(0.18083333333333335)],[np.float64(0.49)],[1],[0],[0],[2.6337468000128865],['Target'],0,0,0,0,0.037067299999762326,,5,0.02556350000668317,0.037067299999762326,0.037067299999762326,0.025606200011679903,1.0372154000069713,2.659566400005133,[np.float64(0.18083333333333335)],[np.float64(0.49)],[1],[0],[0],[2.6337468000128865],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
1,0,1,[np.float64(-0.24583333333333332)],[np.float64(-0.025833333333333333)],[1],[0],[0],[1.1371160999988206],['Target'],1,0,1,0,2.683071799998288,,5,2.673891900005401,2.683071799998288,2.683071799998288,0.0141276999929687,3.69023069999821,3.8112389000016265,[np.float64(-0.24583333333333332)],[np.float64(-0.025833333333333333)],[1],[0],[0],[1.1371160999988206],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
2,0,2,[np.float64(0.10416666666666667)],[np.float64(-0.005833333333333334)],[1],[0],[0],[2.094268500004546],['Target'],2,0,2,0,3.847998800003552,,10,3.8358124000078533,3.847998800003552,3.847998800003552,0.024447699994198047,4.858274500002153,5.930290200005402,[np.float64(0.10416666666666667)],[np.float64(-0.005833333333333334)],[1],[0],[0],[2.094268500004546],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
3,0,3,[np.float64(-0.28)],[np.float64(-0.155)],[1],[0],[0],[0.8707581000053324],['Target'],3,0,3,0,5.973053699999582,,10,5.959934500002419,5.973053699999582,5.973053699999582,0.029433799994876608,,6.830950000003213,[np.float64(-0.28)],[np.float64(-0.155)],[1],[0],[0],[0.8707581000053324],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
4,0,4,[np.float64(0.19333333333333333)],[np.float64(-0.49916666666666665)],[1],[0],[0],[1.376897399997688],['Target'],4,0,4,0,6.868259399998351,,10,6.856385200007935,6.868259399998351,6.868259399998351,0.025190999993355945,7.878124200011371,8.233503900002688,[np.float64(0.19333333333333333)],[np.float64(-0.49916666666666665)],[1],[0],[0],[1.376897399997688],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
5,0,5,[np.float64(-0.2425)],[np.float64(0.42)],[1],[0],[0],[1.203693799994653],['Target'],5,0,5,0,8.253911799998605,,5,8.245779500008211,8.253911799998605,8.253911799998605,0.012081599998055026,9.263305400003446,9.449680600009742,[np.float64(-0.2425)],[np.float64(0.42)],[1],[0],[0],[1.203693799994653],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
6,0,6,[np.float64(-0.21333333333333335)],[np.float64(0.1425)],[1],[0],[0],[0.7914096000022255],['Target'],6,0,6,0,9.489223100012168,,10,9.476196800009347,9.489223100012168,9.489223100012168,0.02634889999171719,,10.26785670001118,[np.float64(-0.21333333333333335)],[np.float64(0.1425)],[1],[0],[0],[0.7914096000022255],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
7,0,7,[np.float64(-0.03833333333333333)],[np.float64(-0.025)],[1],[0],[0],[1.2527024000009988],['Target'],7,0,7,0,10.29209480001009,,5,10.283013699998264,10.29209480001009,10.29209480001009,0.014928299991879612,11.29855900000257,11.535975600010715,[np.float64(-0.03833333333333333)],[np.float64(-0.025)],[1],[0],[0],[1.2527024000009988],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
8,0,8,[np.float64(-0.11333333333333333)],[np.float64(-0.043333333333333335)],[1],[0],[0],[0.6173502000019653],['Target'],8,0,8,0,11.560913400011486,,5,11.552627500001108,11.560913400011486,11.560913400011486,0.0164673999970546,,12.170179200009443,[np.float64(-0.11333333333333333)],[np.float64(-0.043333333333333335)],[1],[0],[0],[0.6173502000019653],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
9,0,9,"[np.float64(0.4583333333333333), np.float64(0.465), np.float64(0.47833333333333333)]","[np.float64(0.425), np.float64(0.4225), np.float64(0.42083333333333334)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1896983000042383, 1.6569944000075338, 2.1575264999992214]","[None, None, 'Target']",9,0,9,0,12.208709500002442,,10,12.197159800009103,12.208709500002442,12.208709500002442,0.02677310000581201,13.217106800002512,14.354893399999128,"[np.float64(0.4583333333333333), np.float64(0.465), np.float64(0.47833333333333333)]","[np.float64(0.425), np.float64(0.4225), np.float64(0.42083333333333334)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.1896983000042383, 1.6569944000075338, 2.1575264999992214]","[None, None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
10,0,10,[np.float64(-0.295)],[np.float64(-0.4091666666666667)],[1],[0],[0],[1.5020166000031168],['Target'],10,0,10,0,14.379399800003739,,5,14.370851700005005,14.379399800003739,14.379399800003739,0.015671500004827976,15.386124000011478,15.873088200009079,[np.float64(-0.295)],[np.float64(-0.4091666666666667)],[1],[0],[0],[1.5020166000031168],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
11,0,11,[np.float64(0.485)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.0544187000050442],['Target'],11,0,11,0,15.895011100001284,,5,15.886649100008071,15.895011100001284,15.895011100001284,0.01344490000337828,16.904286700009834,16.94132990000071,[np.float64(0.485)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.0544187000050442],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
12,0,12,[np.float64(0.39)],[np.float64(0.4508333333333333)],[1],[0],[0],[1.108536899992032],['Target'],12,0,12,0,16.97885440000391,,10,16.966855500009842,16.97885440000391,16.97885440000391,0.02533679999760352,17.98907940000936,18.075580500008073,[np.float64(0.39)],[np.float64(0.4508333333333333)],[1],[0],[0],[1.108536899992032],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
13,0,13,[np.float64(-0.14916666666666667)],[np.float64(0.024166666666666666)],[1],[0],[0],[1.0719806999986758],['Target'],13,0,13,0,18.096827200002735,,5,18.088144500012277,18.096827200002735,18.096827200002735,0.012378399987937883,19.10669470000721,19.16040680000151,[np.float64(-0.14916666666666667)],[np.float64(0.024166666666666666)],[1],[0],[0],[1.0719806999986758],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
14,0,14,[np.float64(-0.1025)],[np.float64(-0.22416666666666665)],[1],[0],[0],[0.7516631000034977],['Target'],14,0,14,0,19.18545710000035,,5,19.175909000012325,19.18545710000035,19.18545710000035,0.015313800002331845,,19.92784920000122,[np.float64(-0.1025)],[np.float64(-0.22416666666666665)],[1],[0],[0],[0.7516631000034977],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
15,0,15,[np.float64(-0.27166666666666667)],[np.float64(0.17333333333333334)],[1],[0],[0],[0.8181640999973752],['Target'],15,0,15,0,19.952302500008955,,5,19.943813800011412,19.952302500008955,19.952302500008955,0.01579150000179652,,20.76220350000949,[np.float64(-0.27166666666666667)],[np.float64(0.17333333333333334)],[1],[0],[0],[0.8181640999973752],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
16,0,16,"[np.float64(0.37166666666666665), np.float64(0.3775)]","[np.float64(0.4475), np.float64(0.4558333333333333)]","[1, 1]","[0, 0]","[0, 0]","[2.004048899994814, 2.5217880999989575]","[None, 'Target']",16,0,16,0,20.78631180000957,,5,20.776215000005323,20.78631180000957,20.78631180000957,0.013844900007825345,21.79332000001159,23.298244999998133,"[np.float64(0.37166666666666665), np.float64(0.3775)]","[np.float64(0.4475), np.float64(0.4558333333333333)]","[1, 1]","[0, 0]","[0, 0]","[2.004048899994814, 2.5217880999989575]","[None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
17,0,17,[np.float64(0.03166666666666667)],[np.float64(0.09083333333333334)],[1],[0],[0],[1.8702851999987615],['Target'],17,0,17,0,23.340849700005492,,10,23.3276179000095,23.340849700005492,23.340849700005492,0.029152700008125976,24.34599440000602,25.19811860000482,[np.float64(0.03166666666666667)],[np.float64(0.09083333333333334)],[1],[0],[0],[1.8702851999987615],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
18,0,18,[np.float64(-0.33166666666666667)],[np.float64(-0.035)],[1],[0],[0],[0.9787208999914583],['Target'],18,0,18,0,25.234112999998615,,10,25.222136500000488,25.234112999998615,25.234112999998615,0.023842399998102337,,26.201032700002543,[np.float64(-0.33166666666666667)],[np.float64(-0.035)],[1],[0],[0],[0.9787208999914583],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
19,0,19,[np.float64(-0.42)],[np.float64(0.2425)],[1],[0],[0],[0.9036387999949511],['Target'],19,0,19,0,26.224442100006854,,5,26.214563300003647,26.224442100006854,26.224442100006854,0.013341400001081638,,27.11838450000505,[np.float64(-0.42)],[np.float64(0.2425)],[1],[0],[0],[0.9036387999949511],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
20,0,20,[np.float64(-0.4191666666666667)],[np.float64(-0.3075)],[1],[0],[0],[0.9211799999902723],['Target'],20,0,20,0,27.14049299999897,,5,27.131582500005607,27.14049299999897,27.14049299999897,0.013022099999943748,,28.052946600000723,[np.float64(-0.4191666666666667)],[np.float64(-0.3075)],[1],[0],[0],[0.9211799999902723],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
21,0,21,[np.float64(-0.19333333333333333)],[np.float64(0.07916666666666666)],[1],[0],[0],[1.0231144999997923],['Target'],21,0,21,0,28.092839500008267,,10,28.079593800008297,28.092839500008267,28.092839500008267,0.026458299995283596,29.10090210000635,29.103009099999326,[np.float64(-0.19333333333333333)],[np.float64(0.07916666666666666)],[1],[0],[0],[1.0231144999997923],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
22,0,22,[np.float64(0.19916666666666666)],[np.float64(0.3416666666666667)],[1],[0],[0],[1.0620109000010416],['Target'],22,0,22,0,29.140150899998844,,10,29.128410100005567,29.140150899998844,29.140150899998844,0.025178199997753836,30.152517399998032,30.190621700006886,[np.float64(0.19916666666666666)],[np.float64(0.3416666666666667)],[1],[0],[0],[1.0620109000010416],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
23,0,23,[np.float64(-0.43666666666666665)],[np.float64(0.10083333333333333)],[1],[0],[0],[0.9235205000004498],['Target'],23,0,23,0,30.227756899999804,,10,30.21591250000347,30.227756899999804,30.227756899999804,0.025052700002561323,,31.139654400001746,[np.float64(-0.43666666666666665)],[np.float64(0.10083333333333333)],[1],[0],[0],[0.9235205000004498],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
24,0,24,"[np.float64(-0.38166666666666665), np.float64(-0.37666666666666665)]","[np.float64(-0.32666666666666666), np.float64(-0.32666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[0.8583828999981051, 1.2917028999945614]","[None, 'Target']",24,0,24,0,31.177337500004796,,10,31.165607000002638,31.177337500004796,31.177337500004796,0.02573819999815896,32.188217800008715,32.45752940000966,"[np.float64(-0.38166666666666665), np.float64(-0.37666666666666665)]","[np.float64(-0.32666666666666666), np.float64(-0.32666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[0.8583828999981051, 1.2917028999945614]","[None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
25,0,25,[np.float64(-0.4533333333333333)],[np.float64(0.37166666666666665)],[1],[0],[0],[1.1260497000039322],['Target'],25,0,25,0,32.495983000000706,,10,32.482987700001104,32.495983000000706,32.495983000000706,0.025161099998513237,33.506192500004545,33.60923490001005,[np.float64(-0.4533333333333333)],[np.float64(0.37166666666666665)],[1],[0],[0],[1.1260497000039322],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
26,0,26,[np.float64(-0.48333333333333334)],[np.float64(0.44416666666666665)],[1],[0],[0],[0.8399787999951513],['Target'],26,0,26,0,33.64669720000529,,10,33.6346263000014,33.64669720000529,33.64669720000529,0.02512849999766331,,34.474824700009776,[np.float64(-0.48333333333333334)],[np.float64(0.44416666666666665)],[1],[0],[0],[0.8399787999951513],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
27,0,27,[np.float64(-0.17083333333333334)],[np.float64(0.03333333333333333)],[1],[0],[0],[0.8056537000084063],['Target'],27,0,27,0,34.49676960000943,,5,34.488151099998504,34.49676960000943,34.49676960000943,0.01310770001146011,,35.29397890000837,[np.float64(-0.17083333333333334)],[np.float64(0.03333333333333333)],[1],[0],[0],[0.8056537000084063],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
28,0,28,[np.float64(-0.24916666666666668)],[np.float64(0.3075)],[1],[0],[0],[0.9525539000023855],['Target'],28,0,28,0,35.31762900001195,,5,35.30845120000595,35.31762900001195,35.31762900001195,0.014356200001202524,,36.261207000003196,[np.float64(-0.24916666666666668)],[np.float64(0.3075)],[1],[0],[0],[0.9525539000023855],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
29,0,29,[np.float64(-0.08166666666666667)],[np.float64(0.3616666666666667)],[1],[0],[0],[0.9024564999999711],['Target'],29,0,29,0,36.284282699998585,,5,36.27487829999882,36.284282699998585,36.284282699998585,0.013557400001445785,,37.177571699998225,[np.float64(-0.08166666666666667)],[np.float64(0.3616666666666667)],[1],[0],[0],[0.9024564999999711],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
30,0,30,[np.float64(0.1225)],[np.float64(0.44333333333333336)],[1],[0],[0],[0.7942236999952001],['Target'],30,0,30,0,37.213603299998795,,10,37.20230060000904,37.213603299998795,37.213603299998795,0.024556399992434308,,37.99673579999944,[np.float64(0.1225)],[np.float64(0.44333333333333336)],[1],[0],[0],[0.7942236999952001],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
31,0,31,[np.float64(-0.2866666666666667)],[np.float64(-0.3525)],[1],[0],[0],[1.103255200010608],['Target'],31,0,31,0,38.02118020001217,,5,38.01212330000999,38.02118020001217,38.02118020001217,0.015161000002990477,39.029170300011174,39.115589799999725,[np.float64(-0.2866666666666667)],[np.float64(-0.3525)],[1],[0],[0],[1.103255200010608],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
32,0,32,"[np.float64(-0.365), np.float64(-0.3566666666666667)]","[np.float64(-0.14333333333333334), np.float64(-0.14083333333333334)]","[1, 1]","[0, 0]","[0, 0]","[0.7354404000070645, 1.2002771999977995]","[None, 'Target']",32,0,32,0,39.13970670000708,,5,39.13021090000984,39.13970670000708,39.13970670000708,0.014506199993775226,40.14647269999841,40.33071650000056,"[np.float64(-0.365), np.float64(-0.3566666666666667)]","[np.float64(-0.14333333333333334), np.float64(-0.14083333333333334)]","[1, 1]","[0, 0]","[0, 0]","[0.7354404000070645, 1.2002771999977995]","[None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
33,0,33,[np.float64(-0.3775)],[np.float64(-0.18583333333333332)],[1],[0],[0],[0.6441022000071825],['Target'],33,0,33,0,40.36794190001092,,10,40.35548110000673,40.36794190001092,40.36794190001092,0.024542500003008172,,40.99978009999904,[np.float64(-0.3775)],[np.float64(-0.18583333333333332)],[1],[0],[0],[0.6441022000071825],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
34,0,34,[np.float64(-0.25083333333333335)],[np.float64(-0.245)],[1],[0],[0],[0.9029059000022244],['Target'],34,0,34,0,41.023655000011786,,5,41.01488880001125,41.023655000011786,41.023655000011786,0.014893600004143082,,41.91799919999903,[np.float64(-0.25083333333333335)],[np.float64(-0.245)],[1],[0],[0],[0.9029059000022244],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
35,0,35,[np.float64(0.2675)],[np.float64(-0.16166666666666665)],[1],[0],[0],[1.524348299994017],['Target'],35,0,35,0,41.95722460000252,,10,41.945255099999486,41.95722460000252,41.95722460000252,0.027128300003823824,42.9667322000023,43.46981720000622,[np.float64(0.2675)],[np.float64(-0.16166666666666665)],[1],[0],[0],[1.524348299994017],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
36,0,36,[np.float64(0.26666666666666666)],[np.float64(-0.14666666666666667)],[1],[0],[0],[0.805948699999135],['Target'],36,0,36,0,43.50930180000432,,10,43.497295500012115,43.50930180000432,43.50930180000432,0.02723570000671316,,44.3034209000034,[np.float64(0.26666666666666666)],[np.float64(-0.14666666666666667)],[1],[0],[0],[0.805948699999135],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
37,0,37,[np.float64(0.03916666666666667)],[np.float64(0.024166666666666666)],[1],[0],[0],[1.5214273000019602],['Target'],37,0,37,0,44.32608710000932,,5,44.317130800001905,44.32608710000932,44.32608710000932,0.013526100010494702,45.335627300009946,45.838762700004736,[np.float64(0.03916666666666667)],[np.float64(0.024166666666666666)],[1],[0],[0],[1.5214273000019602],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
38,0,38,[np.float64(-0.4766666666666667)],[np.float64(-0.4025)],[1],[0],[0],[1.3206626000028336],['Target'],38,0,38,0,45.86197280000488,,5,45.85261110001011,45.86197280000488,45.86197280000488,0.01365079999959562,46.870327700002235,47.17346630000975,[np.float64(-0.4766666666666667)],[np.float64(-0.4025)],[1],[0],[0],[1.3206626000028336],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
39,0,39,[np.float64(-0.08416666666666667)],[np.float64(0.2225)],[1],[0],[0],[1.2223056999937398],['Target'],39,0,39,0,47.21481320000021,,10,47.20246179999958,47.21481320000021,47.21481320000021,0.028745100004016422,48.22261670000444,48.42496070000925,[np.float64(-0.08416666666666667)],[np.float64(0.2225)],[1],[0],[0],[1.2223056999937398],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
40,0,40,[np.float64(-0.3175)],[np.float64(-0.059166666666666666)],[1],[0],[0],[0.8627553999976953],['Target'],40,0,40,0,48.46038300001237,,10,48.44731519999914,48.46038300001237,48.46038300001237,0.022200199993676506,,49.31028580000566,[np.float64(-0.3175)],[np.float64(-0.059166666666666666)],[1],[0],[0],[0.8627553999976953],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
41,0,41,"[np.float64(-0.059166666666666666), np.float64(-0.050833333333333335)]","[np.float64(-0.12833333333333333), np.float64(-0.16166666666666665)]","[1, 1]","[0, 0]","[0, 0]","[0.9362800999952015, 1.417820999995456]","[None, 'Target']",41,0,41,0,49.33465020000585,,5,49.32548530001077,49.33465020000585,49.33465020000585,0.014992700002039783,50.34092810000584,50.7434951000032,"[np.float64(-0.059166666666666666), np.float64(-0.050833333333333335)]","[np.float64(-0.12833333333333333), np.float64(-0.16166666666666665)]","[1, 1]","[0, 0]","[0, 0]","[0.9362800999952015, 1.417820999995456]","[None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
42,0,42,[np.float64(0.3516666666666667)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.018226300002425],['Target'],42,0,42,0,50.76843280000321,,5,50.759461499998,50.76843280000321,50.76843280000321,0.015823199995793402,51.77595160000783,51.777878500011866,[np.float64(0.3516666666666667)],[np.float64(0.4766666666666667)],[1],[0],[0],[1.018226300002425],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
43,0,43,"[np.float64(-0.4033333333333333), np.float64(-0.4241666666666667)]","[np.float64(0.18416666666666667), np.float64(0.18833333333333332)]","[1, 1]","[0, 0]","[0, 0]","[0.9604095999966376, 1.3922731999919051]","[None, 'Target']",43,0,43,0,51.81698600000527,,10,51.802695300008054,51.81698600000527,51.81698600000527,0.024665000004461035,52.827408500001184,53.19519220000075,"[np.float64(-0.4033333333333333), np.float64(-0.4241666666666667)]","[np.float64(0.18416666666666667), np.float64(0.18833333333333332)]","[1, 1]","[0, 0]","[0, 0]","[0.9604095999966376, 1.3922731999919051]","[None, 'Target']",Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
44,0,44,[np.float64(-0.13666666666666666)],[np.float64(0.39416666666666667)],[1],[0],[0],[0.9060240000108024],['Target'],44,0,44,0,53.21735930000432,,5,53.20943139999872,53.21735930000432,53.21735930000432,0.013965700010885485,,54.115627400009544,[np.float64(-0.13666666666666666)],[np.float64(0.39416666666666667)],[1],[0],[0],[0.9060240000108024],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
45,0,45,[np.float64(-0.0375)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.233407099993201],['Target'],45,0,45,0,54.140481499998714,,5,54.13052340000286,54.140481499998714,54.140481499998714,0.014737199991941452,55.14642930000264,55.36415800001123,[np.float64(-0.0375)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.233407099993201],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
46,0,46,[np.float64(-0.5025)],[np.float64(0.4066666666666667)],[1],[0],[0],[0.855631500002346],['Target'],46,0,46,0,55.38508340000408,,5,55.37694250000641,55.38508340000408,55.38508340000408,0.01264620000438299,,56.2327396000037,[np.float64(-0.5025)],[np.float64(0.4066666666666667)],[1],[0],[0],[0.855631500002346],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
47,0,47,[np.float64(-0.035833333333333335)],[np.float64(0.1)],[1],[0],[0],[1.0720389999914914],['Target'],47,0,47,0,56.25611810000555,,5,56.24663340000552,56.25611810000555,56.25611810000555,0.013768100005108863,57.26665289999801,57.31888630001049,[np.float64(-0.035833333333333335)],[np.float64(0.1)],[1],[0],[0],[1.0720389999914914],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
48,0,48,[np.float64(0.31083333333333335)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.5009821000130614],['Target'],48,0,48,0,57.34196190000512,,5,57.33373030000075,57.34196190000512,57.34196190000512,0.01464710000436753,58.350296000004164,58.83492130000377,[np.float64(0.31083333333333335)],[np.float64(-0.33166666666666667)],[1],[0],[0],[1.5009821000130614],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
49,0,49,[np.float64(-0.24166666666666667)],[np.float64(0.0033333333333333335)],[1],[0],[0],[0.808773900003871],['Target'],49,0,49,0,58.873911500006216,,10,58.86220500001218,58.873911500006216,58.873911500006216,0.027092399992397986,,59.67115829999966,[np.float64(-0.24166666666666667)],[np.float64(0.0033333333333333335)],[1],[0],[0],[0.808773900003871],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
50,0,50,[np.float64(-0.2)],[np.float64(0.37)],[1],[0],[0],[0.7864036999962991],['Target'],50,0,50,0,59.694315100001404,,5,59.68548310000915,59.694315100001404,59.694315100001404,0.014184600004227832,,60.47210110000742,[np.float64(-0.2)],[np.float64(0.37)],[1],[0],[0],[0.7864036999962991],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
51,0,51,[np.float64(-0.3883333333333333)],[np.float64(-0.2683333333333333)],[1],[0],[0],[0.9514548000006471],['Target'],51,0,51,0,60.497344400006114,,5,60.487447600011365,60.497344400006114,60.497344400006114,0.015058499993756413,,61.43913640000392,[np.float64(-0.3883333333333333)],[np.float64(-0.2683333333333333)],[1],[0],[0],[0.9514548000006471],['Target'],Participant 4,001,2025-09-30_13h44.30.212,visual search task,,2025.1.1,59.921538737907404,2025-09-30 13h44.47.354168 +0530,
