thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
72,0,72,"[np.float64(0.42916666666666664), np.float64(0.4425)]","[np.float64(0.4608333333333333), np.float64(0.4725)]","[1, 1]","[0, 0]","[0, 0]","[2.257105500000762, 2.8888346000021556]","[None, 'Target']",72,0,72,0,102.51984350000566,,10,102.50560799999221,102.51984350000566,102.51984350000566,0.02934560000721831,105.39470540000184,"[np.float64(0.42916666666666664), np.float64(0.4425)]","[np.float64(0.4608333333333333), np.float64(0.4725)]","[1, 1]","[0, 0]","[0, 0]","[2.257105500000762, 2.8888346000021556]","[None, 'Target']",103.52453749999404,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
73,0,73,[np.float64(-0.3933333333333333)],[np.float64(-0.0175)],[1],[0],[0],[1.2547174999926938],['Target'],73,0,73,0,105.41811299999245,,5,105.40924029999587,105.41811299999245,105.41811299999245,0.014236399991204962,106.664222899999,[np.float64(-0.3933333333333333)],[np.float64(-0.0175)],[1],[0],[0],[1.2547174999926938],['Target'],106.42859369999496,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
74,0,74,[np.float64(-0.5016666666666667)],[np.float64(-0.42)],[1],[0],[0],[1.0866624000045704],['Target'],74,0,74,0,106.70854300000065,,10,106.69469410000602,106.70854300000065,106.70854300000065,0.03022909999708645,107.7816113000008,[np.float64(-0.5016666666666667)],[np.float64(-0.42)],[1],[0],[0],[1.0866624000045704],['Target'],107.7125226999924,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
75,0,75,[np.float64(0.25916666666666666)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.4264475999952992],['Target'],75,0,75,0,107.82063430000562,,10,107.80856059999496,107.82063430000562,107.82063430000562,0.026696000000811182,109.23523459999706,[np.float64(0.25916666666666666)],[np.float64(0.03833333333333333)],[1],[0],[0],[1.4264475999952992],['Target'],108.83069509999768,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
76,0,76,[np.float64(0.03333333333333333)],[np.float64(-0.2525)],[1],[0],[0],[1.1889586000033887],['Target'],76,0,76,0,109.27443449999555,,10,109.26300679999986,109.27443449999555,109.27443449999555,0.027525700003025122,110.45217390000471,[np.float64(0.03333333333333333)],[np.float64(-0.2525)],[1],[0],[0],[1.1889586000033887],['Target'],110.28214470000239,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
77,0,77,[np.float64(-0.18166666666666667)],[np.float64(-0.395)],[1],[0],[0],[1.0522946000128286],['Target'],77,0,77,0,110.47727249999298,,5,110.46723330000532,110.47727249999298,110.47727249999298,0.01484629999322351,111.51976830000058,[np.float64(-0.18166666666666667)],[np.float64(-0.395)],[1],[0],[0],[1.0522946000128286],['Target'],111.48357080000278,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
78,0,78,[np.float64(0.08083333333333333)],[np.float64(0.42)],[1],[0],[0],[1.7084698999969987],['Target'],78,0,78,0,111.56043230000068,,10,111.5480591999949,111.56043230000068,111.56043230000068,0.02811440000368748,113.25676139999996,[np.float64(0.08083333333333333)],[np.float64(0.42)],[1],[0],[0],[1.7084698999969987],['Target'],112.56789099999878,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
79,0,79,[np.float64(-0.056666666666666664)],[np.float64(0.20583333333333334)],[1],[0],[0],[0.86803769999824],['Target'],79,0,79,0,113.28095820000453,,5,113.27107899999828,113.28095820000453,113.28095820000453,0.01415679999627173,114.13934759999393,[np.float64(-0.056666666666666664)],[np.float64(0.20583333333333334)],[1],[0],[0],[0.86803769999824],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
80,0,80,[np.float64(-0.41083333333333333)],[np.float64(-0.34)],[1],[0],[0],[1.0704989999940153],['Target'],80,0,80,0,114.1823463000037,,10,114.16844920000585,114.1823463000037,114.1823463000037,0.02896149999287445,115.2391956000065,[np.float64(-0.41083333333333333)],[np.float64(-0.34)],[1],[0],[0],[1.0704989999940153],['Target'],115.18716509999649,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
81,0,81,[np.float64(0.2425)],[np.float64(-0.4633333333333333)],[1],[0],[0],[1.0378860000055283],['Target'],81,0,81,0,115.2632159999921,,5,115.25414760000422,115.2632159999921,115.2632159999921,0.014747400011401623,116.29225600000063,[np.float64(0.2425)],[np.float64(-0.4633333333333333)],[1],[0],[0],[1.0378860000055283],['Target'],116.27192600000126,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
82,0,82,"[np.float64(0.4658333333333333), np.float64(0.48083333333333333)]","[np.float64(0.125), np.float64(0.13666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.1375058999983594, 1.6381874999933643]","[None, 'Target']",82,0,82,0,116.33374259999255,,10,116.32110909999756,116.33374259999255,116.33374259999255,0.028679299997747876,117.95955420000246,"[np.float64(0.4658333333333333), np.float64(0.48083333333333333)]","[np.float64(0.125), np.float64(0.13666666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.1375058999983594, 1.6381874999933643]","[None, 'Target']",117.3396206000034,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
83,0,83,[np.float64(-0.0025)],[np.float64(-0.07833333333333334)],[1],[0],[0],[1.5875133000081405],['Target'],83,0,83,0,117.98460100000375,,5,117.97508229999221,117.98460100000375,117.98460100000375,0.01527689999784343,119.5628441000008,[np.float64(-0.0025)],[np.float64(-0.07833333333333334)],[1],[0],[0],[1.5875133000081405],['Target'],118.9934804999939,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
84,0,84,"[np.float64(0.32083333333333336), np.float64(0.2775)]","[np.float64(-0.030833333333333334), np.float64(-0.030833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[0.7990093999978853, 1.3506051000003936]","[None, 'Target']",84,0,84,0,119.58848649999709,,5,119.57882759999484,119.58848649999709,119.58848649999709,0.01581110000552144,120.92966470000101,"[np.float64(0.32083333333333336), np.float64(0.2775)]","[np.float64(-0.030833333333333334), np.float64(-0.030833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[0.7990093999978853, 1.3506051000003936]","[None, 'Target']",120.59381089999806,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
85,0,85,[np.float64(-0.20083333333333334)],[np.float64(-0.4141666666666667)],[1],[0],[0],[1.2862045000074431],['Target'],85,0,85,0,120.95609239999612,,5,120.94573969999328,120.95609239999612,120.95609239999612,0.015897599994787015,122.23219270000118,[np.float64(-0.20083333333333334)],[np.float64(-0.4141666666666667)],[1],[0],[0],[1.2862045000074431],['Target'],121.9637944999995,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
86,0,86,[np.float64(-0.17)],[np.float64(-0.19)],[1],[0],[0],[0.8620930000033695],['Target'],86,0,86,0,122.26889720000327,,10,122.2566283000051,122.26889720000327,122.26889720000327,0.024206399990362115,123.11894479999319,[np.float64(-0.17)],[np.float64(-0.19)],[1],[0],[0],[0.8620930000033695],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
87,0,87,"[np.float64(0.14583333333333334), np.float64(0.15416666666666667), np.float64(0.1725)]","[np.float64(-0.17), np.float64(-0.1725), np.float64(-0.1825)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8667346000001999, 1.3661538999876939, 1.9511907999985851]","[None, None, 'Target']",87,0,87,0,123.1652996000048,,10,123.15008880000096,123.1652996000048,123.1652996000048,0.030908799992175773,125.10154410000541,"[np.float64(0.14583333333333334), np.float64(0.15416666666666667), np.float64(0.1725)]","[np.float64(-0.17), np.float64(-0.1725), np.float64(-0.1825)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8667346000001999, 1.3661538999876939, 1.9511907999985851]","[None, None, 'Target']",124.18052920000628,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
88,0,88,"[np.float64(-0.05), np.float64(-0.034166666666666665)]","[np.float64(-0.34833333333333333), np.float64(-0.34833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[0.786593199998606, 1.2855197000026237]","[None, 'Target']",88,0,88,0,125.12749280000571,,5,125.11728730000323,125.12749280000571,125.12749280000571,0.01545839999744203,126.40306139999302,"[np.float64(-0.05), np.float64(-0.034166666666666665)]","[np.float64(-0.34833333333333333), np.float64(-0.34833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[0.786593199998606, 1.2855197000026237]","[None, 'Target']",126.1326573999977,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
89,0,89,[np.float64(0.2633333333333333)],[np.float64(-0.3908333333333333)],[1],[0],[0],[1.10591930001101],['Target'],89,0,89,0,126.4435061999975,,10,126.43092620000243,126.4435061999975,126.4435061999975,0.027653400000417605,127.53711710000061,[np.float64(0.2633333333333333)],[np.float64(-0.3908333333333333)],[1],[0],[0],[1.10591930001101],['Target'],127.4509040999983,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
90,0,90,[np.float64(-0.4791666666666667)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.2709516000031726],['Target'],90,0,90,0,127.56162759999279,,5,127.55228720000014,127.56162759999279,127.56162759999279,0.014928299991879612,128.82346099999268,[np.float64(-0.4791666666666667)],[np.float64(0.10333333333333333)],[1],[0],[0],[1.2709516000031726],['Target'],128.56862390000606,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
91,0,91,[np.float64(0.08416666666666667)],[np.float64(0.4875)],[1],[0],[0],[1.4222049999953015],['Target'],91,0,91,0,128.8637669000018,,10,128.8512919000059,128.8637669000018,128.8637669000018,0.027690399991115555,130.27370370000426,[np.float64(0.08416666666666667)],[np.float64(0.4875)],[1],[0],[0],[1.4222049999953015],['Target'],129.87024910000036,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
92,0,92,[np.float64(-0.3566666666666667)],[np.float64(0.21083333333333334)],[1],[0],[0],[0.8393801999918651],['Target'],92,0,92,0,130.31637760000012,,10,130.3018432999961,130.31637760000012,130.31637760000012,0.027992399991489947,131.14153480000095,[np.float64(-0.3566666666666667)],[np.float64(0.21083333333333334)],[1],[0],[0],[0.8393801999918651],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
93,0,93,"[np.float64(0.3908333333333333), np.float64(0.42)]","[np.float64(-0.13166666666666665), np.float64(-0.1)]","[1, 1]","[0, 0]","[0, 0]","[1.2398525000025984, 1.9562550999980886]","[None, 'Target']",93,0,93,0,131.18462929999805,,10,131.16992970000138,131.18462929999805,131.18462929999805,0.028239599996595643,133.1264136999962,"[np.float64(0.3908333333333333), np.float64(0.42)]","[np.float64(-0.13166666666666665), np.float64(-0.1)]","[1, 1]","[0, 0]","[0, 0]","[1.2398525000025984, 1.9562550999980886]","[None, 'Target']",132.18951549999474,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
94,0,94,[np.float64(-0.11583333333333333)],[np.float64(-0.2608333333333333)],[1],[0],[0],[1.005029400010244],['Target'],94,0,94,0,133.16902519999712,,10,133.15555419999873,133.16902519999712,133.16902519999712,0.028933599998708814,134.1608234000014,[np.float64(-0.11583333333333333)],[np.float64(-0.2608333333333333)],[1],[0],[0],[1.005029400010244],['Target'],134.18594680000388,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
95,0,95,[np.float64(0.17833333333333334)],[np.float64(-0.18)],[1],[0],[0],[0.8525705999927595],['Target'],95,0,95,0,134.18594680000388,,5,134.17604399999254,134.18594680000388,134.18594680000388,0.015060100005939603,135.02885909999895,[np.float64(0.17833333333333334)],[np.float64(-0.18)],[1],[0],[0],[0.8525705999927595],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
96,0,96,"[np.float64(-0.2916666666666667), np.float64(-0.285), np.float64(-0.25083333333333335)]","[np.float64(0.016666666666666666), np.float64(0.013333333333333334), np.float64(0.0016666666666666668)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8518260999990162, 1.3517662000085693, 1.9511878000048455]","[None, None, 'Target']",96,0,96,0,135.056276599993,,5,135.04440270000487,135.056276599993,135.056276599993,0.015369200002169237,136.99587159999646,"[np.float64(-0.2916666666666667), np.float64(-0.285), np.float64(-0.25083333333333335)]","[np.float64(0.016666666666666666), np.float64(0.013333333333333334), np.float64(0.0016666666666666668)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8518260999990162, 1.3517662000085693, 1.9511878000048455]","[None, None, 'Target']",136.06049319999875,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
97,0,97,[np.float64(0.41583333333333333)],[np.float64(-0.04)],[1],[0],[0],[1.1032171999977436],['Target'],97,0,97,0,137.02170019999903,,5,137.0120246000006,137.02170019999903,137.02170019999903,0.015942700003506616,138.1155640999932,[np.float64(0.41583333333333333)],[np.float64(-0.04)],[1],[0],[0],[1.1032171999977436],['Target'],138.02911499999755,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
98,0,98,"[np.float64(0.4658333333333333), np.float64(0.425), np.float64(0.43583333333333335)]","[np.float64(-0.11833333333333333), np.float64(-0.1375), np.float64(-0.14166666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8256032000062987, 1.3919959000049857, 1.8943222999951104]","[None, None, 'Target']",98,0,98,0,138.1516069999925,,10,138.14034589999937,138.1516069999925,138.1516069999925,0.024612499997601844,140.0348723999923,"[np.float64(0.4658333333333333), np.float64(0.425), np.float64(0.43583333333333335)]","[np.float64(-0.11833333333333333), np.float64(-0.1375), np.float64(-0.14166666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8256032000062987, 1.3919959000049857, 1.8943222999951104]","[None, None, 'Target']",139.163538599998,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
99,0,99,[np.float64(0.1225)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.7527919999993173],['Target'],99,0,99,0,140.0606176000001,,5,140.05209090000426,140.0606176000001,140.0606176000001,0.0169235000066692,141.80508599999303,[np.float64(0.1225)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.7527919999993173],['Target'],141.06580480000412,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
100,0,100,"[np.float64(0.1225), np.float64(-0.4533333333333333), np.float64(-0.4325)]","[np.float64(0.4666666666666667), np.float64(0.09166666666666666), np.float64(0.115)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.21616009999706876, 1.0691167000040878, 1.63572629999544]","[None, None, 'Target']",100,0,100,0,141.8286999999982,,5,141.81885399999737,141.8286999999982,141.8286999999982,0.013566800000262447,143.4547836999991,"[np.float64(0.1225), np.float64(-0.4533333333333333), np.float64(-0.4325)]","[np.float64(0.4666666666666667), np.float64(0.09166666666666666), np.float64(0.115)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.21616009999706876, 1.0691167000040878, 1.63572629999544]","[None, None, 'Target']",142.8345410000038,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
101,0,101,[np.float64(-0.28583333333333333)],[np.float64(0.1025)],[1],[0],[0],[0.888621799997054],['Target'],101,0,101,0,143.49713089999568,,10,143.48325760000444,143.49713089999568,143.49713089999568,0.028258200007257983,144.37215989999822,[np.float64(-0.28583333333333333)],[np.float64(0.1025)],[1],[0],[0],[0.888621799997054],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
102,0,102,[np.float64(-0.2816666666666667)],[np.float64(0.295)],[1],[0],[0],[0.8700005999999121],['Target'],102,0,102,0,144.39777549999417,,5,144.3872216000018,144.39777549999417,144.39777549999417,0.014684499998111278,145.25747529999353,[np.float64(-0.2816666666666667)],[np.float64(0.295)],[1],[0],[0],[0.8700005999999121],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
103,0,103,[np.float64(0.07833333333333334)],[np.float64(-0.335)],[1],[0],[0],[1.0679409000003943],['Target'],103,0,103,0,145.28237230000377,,5,145.27331210000557,145.28237230000377,145.28237230000377,0.015654899994842708,146.3414608000021,[np.float64(0.07833333333333334)],[np.float64(-0.335)],[1],[0],[0],[1.0679409000003943],['Target'],146.28816939999524,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
104,0,104,"[np.float64(0.375), np.float64(0.3591666666666667)]","[np.float64(0.42916666666666664), np.float64(0.43083333333333335)]","[1, 1]","[0, 0]","[0, 0]","[0.9691162000090117, 1.5196985000075074]","[None, 'Target']",104,0,104,0,146.36662349999824,,5,146.35702660000243,146.36662349999824,146.36662349999824,0.015338599987444468,147.8769628000009,"[np.float64(0.375), np.float64(0.3591666666666667)]","[np.float64(0.42916666666666664), np.float64(0.43083333333333335)]","[1, 1]","[0, 0]","[0, 0]","[0.9691162000090117, 1.5196985000075074]","[None, 'Target']",147.37244510000164,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
105,0,105,[np.float64(0.49833333333333335)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.1258134999952745],['Target'],105,0,105,0,147.92032879999897,,10,147.90526650000538,147.92032879999897,147.92032879999897,0.028105999997933395,149.03132920000644,[np.float64(0.49833333333333335)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.1258134999952745],['Target'],148.92462190000515,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
106,0,106,[np.float64(0.43916666666666665)],[np.float64(0.3975)],[1],[0],[0],[1.219844599996577],['Target'],106,0,106,0,149.0716170999949,,10,149.05801740000607,149.0716170999949,149.0716170999949,0.026462900001206435,150.2780647000036,[np.float64(0.43916666666666665)],[np.float64(0.3975)],[1],[0],[0],[1.219844599996577],['Target'],150.07552280000527,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
107,0,107,[np.float64(0.23583333333333334)],[np.float64(-0.27)],[1],[0],[0],[1.2230351000034716],['Target'],107,0,107,0,150.3008045000024,,5,150.29183040000498,150.3008045000024,150.3008045000024,0.01355879999755416,151.5150711000024,[np.float64(0.23583333333333334)],[np.float64(-0.27)],[1],[0],[0],[1.2230351000034716],['Target'],151.3101483000064,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
108,0,108,[np.float64(-0.39)],[np.float64(-0.08166666666666667)],[1],[0],[0],[1.1053651999973226],['Target'],108,0,108,0,151.55642540000554,,10,151.54230260000622,151.55642540000554,151.55642540000554,0.027059599990025163,152.64789259999816,[np.float64(-0.39)],[np.float64(-0.08166666666666667)],[1],[0],[0],[1.1053651999973226],['Target'],152.56168559999787,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
109,0,109,[np.float64(0.06333333333333334)],[np.float64(0.0033333333333333335)],[1],[0],[0],[1.8584370000025956],['Target'],109,0,109,0,152.6883666999929,,10,152.67506619999767,152.6883666999929,152.6883666999929,0.02695790000143461,154.5337501000031,[np.float64(0.06333333333333334)],[np.float64(0.0033333333333333335)],[1],[0],[0],[1.8584370000025956],['Target'],153.69641689999844,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
110,0,110,[np.float64(-0.03916666666666667)],[np.float64(-0.3575)],[1],[0],[0],[1.3853030000027502],['Target'],110,0,110,0,154.55941590000293,,5,154.54907740000635,154.55941590000293,154.55941590000293,0.015113899993593805,155.93465349999315,[np.float64(-0.03916666666666667)],[np.float64(-0.3575)],[1],[0],[0],[1.3853030000027502],['Target'],155.56494640000165,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
111,0,111,"[np.float64(-0.38333333333333336), np.float64(-0.37666666666666665), np.float64(-0.375), np.float64(-0.3675)]","[np.float64(0.4166666666666667), np.float64(0.4083333333333333), np.float64(0.4083333333333333), np.float64(0.40166666666666667)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.085839000006672, 1.569685100010247, 2.054388200005633, 2.5877846000075806]","[None, None, None, 'Target']",111,0,111,0,155.96022670000093,,5,155.95022299999255,155.96022670000093,155.96022670000093,0.015372299996670336,158.53823530000227,"[np.float64(-0.38333333333333336), np.float64(-0.37666666666666665), np.float64(-0.375), np.float64(-0.3675)]","[np.float64(0.4166666666666667), np.float64(0.4083333333333333), np.float64(0.4083333333333333), np.float64(0.40166666666666667)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.085839000006672, 1.569685100010247, 2.054388200005633, 2.5877846000075806]","[None, None, None, 'Target']",156.96650739999313,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
112,0,112,[np.float64(0.23166666666666666)],[np.float64(-0.2675)],[1],[0],[0],[1.8579650000028778],['Target'],112,0,112,0,158.57968619999883,,10,158.56521669999347,158.57968619999883,158.57968619999883,0.026779500010889024,160.42343749999418,[np.float64(0.23166666666666666)],[np.float64(-0.2675)],[1],[0],[0],[1.8579650000028778],['Target'],159.58625920000486,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
113,0,113,[np.float64(-0.385)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.2599690000060946],['Target'],113,0,113,0,160.46007950000057,,10,160.4484836000047,160.46007950000057,160.46007950000057,0.02488110000558663,161.7086804999999,[np.float64(-0.385)],[np.float64(0.19833333333333333)],[1],[0],[0],[1.2599690000060946],['Target'],161.4721472999954,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
114,0,114,[np.float64(0.049166666666666664)],[np.float64(-0.15916666666666668)],[1],[0],[0],[0.8898297999985516],['Target'],114,0,114,0,161.74915099999635,,10,161.73551149999548,161.74915099999635,161.74915099999635,0.02658510000037495,162.62556099999347,[np.float64(0.049166666666666664)],[np.float64(-0.15916666666666668)],[1],[0],[0],[0.8898297999985516],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
115,0,115,[np.float64(0.15833333333333333)],[np.float64(-0.15583333333333332)],[1],[0],[0],[0.8031587000004947],['Target'],115,0,115,0,162.6514296999958,,5,162.64073410000128,162.6514296999958,162.6514296999958,0.015002900006948039,163.44409109999833,[np.float64(0.15833333333333333)],[np.float64(-0.15583333333333332)],[1],[0],[0],[0.8031587000004947],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
116,0,116,[np.float64(-0.17416666666666666)],[np.float64(-0.0033333333333333335)],[1],[0],[0],[0.988909199993941],['Target'],116,0,116,0,163.48418410000158,,10,163.47203720000107,163.48418410000158,163.48418410000158,0.027812400003313087,164.46116940000502,[np.float64(-0.17416666666666666)],[np.float64(-0.0033333333333333335)],[1],[0],[0],[0.988909199993941],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
117,0,117,[np.float64(0.495)],[np.float64(-0.24083333333333334)],[1],[0],[0],[1.007818899990525],['Target'],117,0,117,0,164.50241780000215,,10,164.48807819999638,164.50241780000215,164.50241780000215,0.02668910000647884,165.49613580000005,[np.float64(0.495)],[np.float64(-0.24083333333333334)],[1],[0],[0],[1.007818899990525],['Target'],165.52134300000034,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
118,0,118,[np.float64(0.24166666666666667)],[np.float64(-0.41333333333333333)],[1],[0],[0],[1.2195965999999316],['Target'],118,0,118,0,165.52134300000034,,5,165.5112325999944,165.52134300000034,165.52134300000034,0.015036899989354424,166.73128110000107,[np.float64(0.24166666666666667)],[np.float64(-0.41333333333333333)],[1],[0],[0],[1.2195965999999316],['Target'],166.527519700001,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
119,0,119,[np.float64(-0.0008333333333333334)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.304352099992684],['Target'],119,0,119,0,166.75367380000534,,5,166.7443140999967,166.75367380000534,166.75367380000534,0.012899199995445088,168.04887090000557,[np.float64(-0.0008333333333333334)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.304352099992684],['Target'],167.76165949999995,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
