thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
170,0,170,[np.float64(-0.3575)],[np.float64(0.26916666666666667)],[1],[0],[0],[1.239868699994986],['Target'],170,0,170,0,239.71920419999515,,10,239.70571209999616,239.71920419999515,239.71920419999515,0.0286777000001166,240.94579729999532,[np.float64(-0.3575)],[np.float64(0.26916666666666667)],[1],[0],[0],[1.239868699994986],['Target'],240.72533499999554,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
171,0,171,"[np.float64(0.26916666666666667), np.float64(0.2625)]","[np.float64(0.17166666666666666), np.float64(0.1775)]","[1, 1]","[0, 0]","[0, 0]","[1.1414035999914631, 1.910753999996814]","[None, 'Target']",171,0,171,0,240.9827026999992,,10,240.97071419999702,240.9827026999992,240.9827026999992,0.02474140000413172,242.88166369999817,"[np.float64(0.26916666666666667), np.float64(0.2625)]","[np.float64(0.17166666666666666), np.float64(0.1775)]","[1, 1]","[0, 0]","[0, 0]","[1.1414035999914631, 1.910753999996814]","[None, 'Target']",241.99342610000167,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
172,0,172,"[np.float64(-0.3408333333333333), np.float64(-0.335), np.float64(-0.32916666666666666)]","[np.float64(0.47333333333333333), np.float64(0.4725), np.float64(0.46166666666666667)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3688160000019707, 3.1332695000019157, 3.6182111000089208]","[None, None, 'Target']",172,0,172,0,242.90707359999942,,5,242.8984133000049,242.90707359999942,242.90707359999942,0.016545999998925254,246.51687530000345,"[np.float64(-0.3408333333333333), np.float64(-0.335), np.float64(-0.32916666666666666)]","[np.float64(0.47333333333333333), np.float64(0.4725), np.float64(0.46166666666666667)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.3688160000019707, 3.1332695000019157, 3.6182111000089208]","[None, None, 'Target']",243.91254809999373,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
173,0,173,[np.float64(-0.4891666666666667)],[np.float64(0.2925)],[1],[0],[0],[0.8536357999983011],['Target'],173,0,173,0,246.5419710999995,,5,246.53189090000524,246.5419710999995,246.5419710999995,0.014822700002696365,247.38577330000408,[np.float64(-0.4891666666666667)],[np.float64(0.2925)],[1],[0],[0],[0.8536357999983011],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
174,0,174,[np.float64(-0.23)],[np.float64(0.4841666666666667)],[1],[0],[0],[1.1883420999947703],['Target'],174,0,174,0,247.42396200000076,,10,247.41240260000632,247.42396200000076,247.42396200000076,0.02650159999029711,248.60093230000348,[np.float64(-0.23)],[np.float64(0.4841666666666667)],[1],[0],[0],[1.1883420999947703],['Target'],248.43320080000558,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
175,0,175,"[np.float64(0.41083333333333333), np.float64(0.42916666666666664)]","[np.float64(-0.0275), np.float64(-0.030833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.3259687999961898, 1.826239700007136]","[None, 'Target']",175,0,175,0,248.62124269999913,,5,248.61265619999904,248.62124269999913,248.62124269999913,0.01156990000163205,250.43911029999435,"[np.float64(0.41083333333333333), np.float64(0.42916666666666664)]","[np.float64(-0.0275), np.float64(-0.030833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.3259687999961898, 1.826239700007136]","[None, 'Target']",249.63491839999915,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
176,0,176,"[np.float64(-0.205), np.float64(-0.19083333333333333)]","[np.float64(-0.2525), np.float64(-0.2525)]","[1, 1]","[0, 0]","[0, 0]","[0.9420047000021441, 1.4419753000111086]","[None, 'Target']",176,0,176,0,250.4771400000027,,10,250.4647263999941,250.4771400000027,250.4771400000027,0.02541009998822119,251.90693539999484,"[np.float64(-0.205), np.float64(-0.19083333333333333)]","[np.float64(-0.2525), np.float64(-0.2525)]","[1, 1]","[0, 0]","[0, 0]","[0.9420047000021441, 1.4419753000111086]","[None, 'Target']",251.48699730000226,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
177,0,177,[np.float64(-0.4266666666666667)],[np.float64(-0.46166666666666667)],[1],[0],[0],[1.168325399994501],['Target'],177,0,177,0,251.93229569999676,,5,251.92311750000226,251.93229569999676,251.93229569999676,0.0159171000123024,253.0916717999935,[np.float64(-0.4266666666666667)],[np.float64(-0.46166666666666667)],[1],[0],[0],[1.168325399994501],['Target'],252.9385939000058,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
178,0,178,"[np.float64(-0.10083333333333333), np.float64(-0.11583333333333333)]","[np.float64(-0.2683333333333333), np.float64(-0.2525)]","[1, 1]","[0, 0]","[0, 0]","[0.9206554999982473, 1.43688559999282]","[None, 'Target']",178,0,178,0,253.1160349999991,,5,253.1059557999979,253.1160349999991,253.1160349999991,0.014159500002278946,254.54310530000657,"[np.float64(-0.10083333333333333), np.float64(-0.11583333333333333)]","[np.float64(-0.2683333333333333), np.float64(-0.2525)]","[1, 1]","[0, 0]","[0, 0]","[0.9206554999982473, 1.43688559999282]","[None, 'Target']",254.1233865999966,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
179,0,179,[np.float64(-0.19583333333333333)],[np.float64(-0.17083333333333334)],[1],[0],[0],[0.8745669000054477],['Target'],179,0,179,0,254.58417620000546,,10,254.5699595000042,254.58417620000546,254.58417620000546,0.026640099997166544,255.44477950000146,[np.float64(-0.19583333333333333)],[np.float64(-0.17083333333333334)],[1],[0],[0],[0.8745669000054477],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
180,0,180,[np.float64(0.23666666666666666)],[np.float64(-0.42916666666666664)],[1],[0],[0],[1.18458400000236],['Target'],180,0,180,0,255.47105269999884,,5,255.46148379999795,255.47105269999884,255.47105269999884,0.016524299993761815,256.64631969999755,[np.float64(0.23666666666666666)],[np.float64(-0.42916666666666664)],[1],[0],[0],[1.18458400000236],['Target'],256.4759830999974,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
181,0,181,[np.float64(0.4116666666666667)],[np.float64(-0.42833333333333334)],[1],[0],[0],[0.9065777999931015],['Target'],181,0,181,0,256.6873845999944,,10,256.6743870000064,256.6873845999944,256.6873845999944,0.0278896999952849,257.58121829999436,[np.float64(0.4116666666666667)],[np.float64(-0.42833333333333334)],[1],[0],[0],[0.9065777999931015],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
182,0,182,[np.float64(0.09)],[np.float64(0.22083333333333333)],[1],[0],[0],[1.2062964999931864],['Target'],182,0,182,0,257.6214029999974,,10,257.6078350000025,257.6214029999974,257.6214029999974,0.026461200002813712,258.81436550000217,[np.float64(0.09)],[np.float64(0.22083333333333333)],[1],[0],[0],[1.2062964999931864],['Target'],258.6285055000044,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
183,0,183,"[np.float64(-0.3225), np.float64(-0.30083333333333334)]","[np.float64(-0.12916666666666668), np.float64(-0.1275)]","[1, 1]","[0, 0]","[0, 0]","[1.0540312000084668, 1.5703604000009364]","[None, 'Target']",183,0,183,0,258.83940549999534,,5,258.82931570000073,258.83940549999534,258.83940549999534,0.0147968000092078,260.399923200006,"[np.float64(-0.3225), np.float64(-0.30083333333333334)]","[np.float64(-0.12916666666666668), np.float64(-0.1275)]","[1, 1]","[0, 0]","[0, 0]","[1.0540312000084668, 1.5703604000009364]","[None, 'Target']",259.8462945999927,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
184,0,184,"[np.float64(-0.2925), np.float64(-0.31416666666666665)]","[np.float64(-0.3441666666666667), np.float64(-0.3441666666666667)]","[1, 1]","[0, 0]","[0, 0]","[0.8416677999921376, 1.3574870999873383]","[None, 'Target']",184,0,184,0,260.4379021999921,,10,260.42604279999796,260.4379021999921,260.4379021999921,0.025919399995473213,261.78379879999557,"[np.float64(-0.2925), np.float64(-0.31416666666666665)]","[np.float64(-0.3441666666666667), np.float64(-0.3441666666666667)]","[1, 1]","[0, 0]","[0, 0]","[0.8416677999921376, 1.3574870999873383]","[None, 'Target']",261.44813049999357,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
185,0,185,[np.float64(-0.195)],[np.float64(-0.04)],[1],[0],[0],[0.8848939999879804],['Target'],185,0,185,0,261.80935039999895,,5,261.7994250000047,261.80935039999895,261.80935039999895,0.015365400002337992,262.68457800000033,[np.float64(-0.195)],[np.float64(-0.04)],[1],[0],[0],[0.8848939999879804],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
186,0,186,[np.float64(0.04583333333333333)],[np.float64(-0.1875)],[1],[0],[0],[0.9766527000028873],['Target'],186,0,186,0,262.72528460000467,,10,262.71271089999937,262.72528460000467,262.72528460000467,0.027965899993432686,263.6895686999924,[np.float64(0.04583333333333333)],[np.float64(-0.1875)],[1],[0],[0],[0.9766527000028873],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
187,0,187,"[np.float64(0.049166666666666664), np.float64(0.060833333333333336)]","[np.float64(0.07166666666666667), np.float64(0.06416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.0239485000056447, 1.5733992000023136]","[None, 'Target']",187,0,187,0,263.729075700001,,10,263.714544500006,263.729075700001,263.729075700001,0.024820799997542053,265.2881911000004,"[np.float64(0.049166666666666664), np.float64(0.060833333333333336)]","[np.float64(0.07166666666666667), np.float64(0.06416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.0239485000056447, 1.5733992000023136]","[None, 'Target']",264.734984900002,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
188,0,188,[np.float64(-0.14916666666666667)],[np.float64(-0.30916666666666665)],[1],[0],[0],[1.052542799996445],['Target'],188,0,188,0,265.31395680000423,,5,265.3041427999997,265.31395680000423,265.31395680000423,0.01569079999171663,266.3569049999933,[np.float64(-0.14916666666666667)],[np.float64(-0.30916666666666665)],[1],[0],[0],[1.052542799996445],['Target'],266.32017389999237,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
189,0,189,"[np.float64(0.1075), np.float64(0.095)]","[np.float64(0.2325), np.float64(0.215)]","[1, 1]","[0, 0]","[0, 0]","[0.9900159999961033, 1.5076505000033649]","[None, 'Target']",189,0,189,0,266.39741839999624,,10,266.3835110999935,266.39741839999624,266.39741839999624,0.026425499992910773,267.89139449999493,"[np.float64(0.1075), np.float64(0.095)]","[np.float64(0.2325), np.float64(0.215)]","[1, 1]","[0, 0]","[0, 0]","[0.9900159999961033, 1.5076505000033649]","[None, 'Target']",267.4044789000036,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
190,0,190,"[np.float64(-0.18583333333333332), np.float64(-0.18583333333333332), np.float64(-0.21083333333333334)]","[np.float64(-0.2625), np.float64(-0.2625), np.float64(-0.24333333333333335)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.135050400000182, 1.5537219000107143, 2.3706196999992244]","[None, None, 'Target']",190,0,190,0,267.91538330000185,,5,267.9065746999986,267.91538330000185,267.91538330000185,0.014917799999238923,270.27741579999565,"[np.float64(-0.18583333333333332), np.float64(-0.18583333333333332), np.float64(-0.21083333333333334)]","[np.float64(-0.2625), np.float64(-0.2625), np.float64(-0.24333333333333335)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.135050400000182, 1.5537219000107143, 2.3706196999992244]","[None, None, 'Target']",268.9230330999999,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
191,0,191,[np.float64(0.3675)],[np.float64(-0.30583333333333335)],[1],[0],[0],[1.3080155000061495],['Target'],191,0,191,0,270.31778539999505,,10,270.3045085000049,270.31778539999505,270.31778539999505,0.026843100000405684,271.6127783999982,[np.float64(0.3675)],[np.float64(-0.30583333333333335)],[1],[0],[0],[1.3080155000061495],['Target'],271.32573379999667,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
192,0,192,[np.float64(-0.33666666666666667)],[np.float64(-0.2225)],[1],[0],[0],[1.1021436000009999],['Target'],192,0,192,0,271.63849189999746,,5,271.62760560000606,271.63849189999746,271.63849189999746,0.014611799997510388,272.7300075999956,[np.float64(-0.33666666666666667)],[np.float64(-0.2225)],[1],[0],[0],[1.1021436000009999],['Target'],272.64362000000256,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
193,0,193,"[np.float64(-0.015), np.float64(-0.04666666666666667)]","[np.float64(-0.3566666666666667), np.float64(-0.3566666666666667)]","[1, 1]","[0, 0]","[0, 0]","[0.8383234000066295, 1.4048677000100724]","[None, 'Target']",193,0,193,0,272.77132580000034,,10,272.7588001999975,272.77132580000034,272.77132580000034,0.02860980000696145,274.1638854000048,"[np.float64(-0.015), np.float64(-0.04666666666666667)]","[np.float64(-0.3566666666666667), np.float64(-0.3566666666666667)]","[1, 1]","[0, 0]","[0, 0]","[0.8383234000066295, 1.4048677000100724]","[None, 'Target']",273.7781365999981,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
194,0,194,"[np.float64(-0.4766666666666667), np.float64(-0.45916666666666667)]","[np.float64(-0.49833333333333335), np.float64(-0.4875)]","[1, 1]","[0, 0]","[0, 0]","[0.8578371000039624, 1.541153400001349]","[None, 'Target']",194,0,194,0,274.2041786000045,,10,274.19193440000527,274.2041786000045,274.2041786000045,0.027755699993576854,275.7333456000051,"[np.float64(-0.4766666666666667), np.float64(-0.45916666666666667)]","[np.float64(-0.49833333333333335), np.float64(-0.4875)]","[1, 1]","[0, 0]","[0, 0]","[0.8578371000039624, 1.541153400001349]","[None, 'Target']",275.2130027999956,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
195,0,195,[np.float64(-0.3875)],[np.float64(0.1675)],[1],[0],[0],[1.3197798999899533],['Target'],195,0,195,0,275.7579487000039,,5,275.748434299996,275.7579487000039,275.7579487000039,0.014764599996851757,277.06848360000004,[np.float64(-0.3875)],[np.float64(0.1675)],[1],[0],[0],[1.3197798999899533],['Target'],276.7648260999995,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
196,0,196,[np.float64(0.38)],[np.float64(-0.009166666666666667)],[1],[0],[0],[1.351797200011788],['Target'],196,0,196,0,277.09401980000257,,5,277.083080299999,277.09401980000257,277.09401980000257,0.014401499996893108,278.4351273999928,[np.float64(0.38)],[np.float64(-0.009166666666666667)],[1],[0],[0],[1.351797200011788],['Target'],278.0995066000032,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
197,0,197,[np.float64(0.13666666666666666)],[np.float64(-0.07833333333333334)],[1],[0],[0],[0.8361508000089088],['Target'],197,0,197,0,278.45862239999406,,5,278.449546200005,278.45862239999406,278.45862239999406,0.014230699991458096,279.2859774999961,[np.float64(0.13666666666666666)],[np.float64(-0.07833333333333334)],[1],[0],[0],[0.8361508000089088],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
198,0,198,[np.float64(-0.49333333333333335)],[np.float64(-0.27416666666666667)],[1],[0],[0],[0.9092443999979878],['Target'],198,0,198,0,279.32567229999404,,10,279.3128415999963,279.32567229999404,279.32567229999404,0.02651470000273548,280.22232459999213,[np.float64(-0.49333333333333335)],[np.float64(-0.27416666666666667)],[1],[0],[0],[0.9092443999979878],['Target'],,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
199,0,199,[np.float64(0.26)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.5743662000022596],['Target'],199,0,199,0,280.26195200000075,,10,280.24904239999887,280.26195200000075,280.26195200000075,0.02655570000933949,281.82366490000277,[np.float64(0.26)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.5743662000022596],['Target'],281.26988550000533,Participant 3,001,2025-09-30_13h37.11.840,visual search task,,2025.1.1,60.507525017490956,2025-09-30 13h37.29.399804 +0530,
